,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
42,Big Data Specialization,4,"Drive better business decisions with an overview of how big data is organized, analyzed, and interpreted. Apply your insights to real-world problems and questions.*********

Do you need to understand big data and how it will impact your business? This Specialization is for you. You will gain an understanding of what insights big data can provide through hands-on experience with the tools and systems used by big data scientists and engineers. Previous programming experience is not required! You will be guided through the basics of using Hadoop with MapReduce, Spark, Pig and Hive. By following along with provided code, you will experience how one can perform predictive modeling and leverage graph analytics to model problems. This specialization will prepare you to ask the right questions about data, communicate effectively with data scientists, and do basic exploration of large, complex datasets. In the final Capstone Project, developed in partnership with data software company Splunk, youâll apply the skills you learned to do basic analyses of big data.",Big Data Modeling and Management Systems,https://www.coursera.org/learn/big-data-management?specialization=big-data
43,Big Data Specialization,4,"Drive better business decisions with an overview of how big data is organized, analyzed, and interpreted. Apply your insights to real-world problems and questions.*********

Do you need to understand big data and how it will impact your business? This Specialization is for you. You will gain an understanding of what insights big data can provide through hands-on experience with the tools and systems used by big data scientists and engineers. Previous programming experience is not required! You will be guided through the basics of using Hadoop with MapReduce, Spark, Pig and Hive. By following along with provided code, you will experience how one can perform predictive modeling and leverage graph analytics to model problems. This specialization will prepare you to ask the right questions about data, communicate effectively with data scientists, and do basic exploration of large, complex datasets. In the final Capstone Project, developed in partnership with data software company Splunk, youâll apply the skills you learned to do basic analyses of big data.",Big Data Integration and Processing,https://www.coursera.org/learn/big-data-integration-processing?specialization=big-data
44,Big Data Specialization,4,"Drive better business decisions with an overview of how big data is organized, analyzed, and interpreted. Apply your insights to real-world problems and questions.*********

Do you need to understand big data and how it will impact your business? This Specialization is for you. You will gain an understanding of what insights big data can provide through hands-on experience with the tools and systems used by big data scientists and engineers. Previous programming experience is not required! You will be guided through the basics of using Hadoop with MapReduce, Spark, Pig and Hive. By following along with provided code, you will experience how one can perform predictive modeling and leverage graph analytics to model problems. This specialization will prepare you to ask the right questions about data, communicate effectively with data scientists, and do basic exploration of large, complex datasets. In the final Capstone Project, developed in partnership with data software company Splunk, youâll apply the skills you learned to do basic analyses of big data.",Machine Learning With Big Data,https://www.coursera.org/learn/big-data-machine-learning?specialization=big-data
45,Data Engineering with Google Cloud Professional Certificate,4,"This program provides the skills you need to advance your career in data engineering and recommends training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification. Through a combination of presentations, demos, and labs, you will enable data-driven decision making by collecting, transforming, and publishing data; and you'll gain real world experience through a number of hands-on Qwiklabs projects.You'll also have the opportunity to practice key job skills, including designing, building, and running data processing systems; and operationalizing machine-learning models.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency to design and build data processing systems and operationalize machine learning models on Google Cloud Platform, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certifications.",Google Cloud Platform Big Data and Machine Learning Fundamentals,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals?specialization=gcp-data-engineering
46,Data Engineering with Google Cloud Professional Certificate,4,"This program provides the skills you need to advance your career in data engineering and recommends training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification. Through a combination of presentations, demos, and labs, you will enable data-driven decision making by collecting, transforming, and publishing data; and you'll gain real world experience through a number of hands-on Qwiklabs projects.You'll also have the opportunity to practice key job skills, including designing, building, and running data processing systems; and operationalizing machine-learning models.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency to design and build data processing systems and operationalize machine learning models on Google Cloud Platform, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certifications.", Modernizing Data Lakes and Data Warehouses with GCP,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp?specialization=gcp-data-engineering
47,Data Engineering with Google Cloud Professional Certificate,4,"This program provides the skills you need to advance your career in data engineering and recommends training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification. Through a combination of presentations, demos, and labs, you will enable data-driven decision making by collecting, transforming, and publishing data; and you'll gain real world experience through a number of hands-on Qwiklabs projects.You'll also have the opportunity to practice key job skills, including designing, building, and running data processing systems; and operationalizing machine-learning models.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency to design and build data processing systems and operationalize machine learning models on Google Cloud Platform, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certifications.",Building Batch Data Pipelines on GCP,https://www.coursera.org/learn/batch-data-pipelines-gcp?specialization=gcp-data-engineering
48,Data Engineering with Google Cloud Professional Certificate,4,"This program provides the skills you need to advance your career in data engineering and recommends training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification. Through a combination of presentations, demos, and labs, you will enable data-driven decision making by collecting, transforming, and publishing data; and you'll gain real world experience through a number of hands-on Qwiklabs projects.You'll also have the opportunity to practice key job skills, including designing, building, and running data processing systems; and operationalizing machine-learning models.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency to design and build data processing systems and operationalize machine learning models on Google Cloud Platform, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certifications.",Building Resilient Streaming Analytics Systems on GCP,https://www.coursera.org/learn/streaming-analytics-systems-gcp?specialization=gcp-data-engineering
49,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.

Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: el impacto de los datos masivos en la sociedad actual,https://www.coursera.org/learn/impacto-datos-masivos?specialization=big-data-introduccion
50,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.

Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: adquisición y almacenamiento de datos,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos?specialization=big-data-introduccion
51,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.

Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: procesamiento y análisis,https://www.coursera.org/learn/big-data-procesamiento-analisis?specialization=big-data-introduccion
52,Big Data â IntroducciÃ³n al uso prÃ¡ctico de datos masivos  Specialization,4,"Este programa estÃ¡ pensado como una entrada al mundo de los datos masivos y su tratamiento. El primer curso tiene como objetivo mostrar al estudiante el impacto del Big Data en la sociedad actual, tanto en el mundo de los negocios como en el de la polÃ­tica y administraciones pÃºblicas, los medios de comunicaciÃ³n y/o la investigaciÃ³n cientÃ­fica. A lo largo de los cursos 2, 3 y 4 se estudian la identificaciÃ³n, captura, pre-procesamiento, anÃ¡lisis y visualizaciÃ³n de datos, desde un punto de vista âusuarioâ, y con una orientaciÃ³n prÃ¡ctica. Finalmente, el Capstone Project permite al estudiante aplicar los conocimientos adquiridos a un caso prÃ¡ctico del campo de la astronomÃ­a.

Al finalizar los cursos de esta especializaciÃ³n el estudiante serÃ¡ capaz de:

1. Entender el impacto del tratamiento de datos masivos en la sociedad actual.

2. Entender y explicar la procedencia y caracterÃ­sticas de los datos masivos.

3. Adquirir, preparar, almacenar, analizar, visualizar y manejar grandes conjuntos de datos.

4. Extraer informaciÃ³n de los datos.

5. Trabajar dentro del ecosistema Hadoop.

6. Contestar a una pregunta bien formulada en funciÃ³n de la informaciÃ³n disponible.

Contamos con un conjunto maravilloso de profesores, con una gran experiencia en el tema, provenientes tanto de la universidad como de la empresa.

NecesitarÃ¡s una computadora de 64bits que permita virtualizacion, con un mÃ­nimo de 6G de RAM (8G recomendable) y 20G disponibles en disco.",Big Data: visualización de datos,https://www.coursera.org/learn/big-data-visualizacion-datos?specialization=big-data-introduccion
53,Python 3 Programming Specialization,4,"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they donât work.

By the end of the specialization, youâll be writing programs that query Internet APIs for data and extract useful information from them. And youâll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.",Python Basics,https://www.coursera.org/learn/python-basics?specialization=python-3-programming
54,Python 3 Programming Specialization,4,"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they donât work.

By the end of the specialization, youâll be writing programs that query Internet APIs for data and extract useful information from them. And youâll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.","Python Functions, Files, and Dictionaries",https://www.coursera.org/learn/python-functions-files-dictionaries?specialization=python-3-programming
55,Python 3 Programming Specialization,4,"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they donât work.

By the end of the specialization, youâll be writing programs that query Internet APIs for data and extract useful information from them. And youâll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.",Data Collection and Processing with Python,https://www.coursera.org/learn/data-collection-processing-python?specialization=python-3-programming
56,Python 3 Programming Specialization,4,"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they donât work.

By the end of the specialization, youâll be writing programs that query Internet APIs for data and extract useful information from them. And youâll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.",Python Classes and Inheritance,https://www.coursera.org/learn/python-classes-inheritance?specialization=python-3-programming
57,Advanced Data Science with IBM Specialization,4,"As a coursera certified specialization completer you will have a proven deep understanding on massive parallel data processing, data exploration and visualization, and advanced machine learning & deep learning. You'll understand the mathematical foundations behind all machine learning & deep learning algorithms. You can apply knowledge in practical use cases, justify architectural decisions, understand the characteristics of different algorithms, frameworks & technologies & how they impact model performance & scalability.If you choose to take this specialization and earn the Coursera specialization certificate, you will also earn an IBM digital badge. To find out more about IBM digital badges follow the link ibm.biz/badging.",Fundamentals of Scalable Data Science,https://www.coursera.org/learn/ds
58,Advanced Data Science with IBM Specialization,4,"As a coursera certified specialization completer you will have a proven deep understanding on massive parallel data processing, data exploration and visualization, and advanced machine learning & deep learning. You'll understand the mathematical foundations behind all machine learning & deep learning algorithms. You can apply knowledge in practical use cases, justify architectural decisions, understand the characteristics of different algorithms, frameworks & technologies & how they impact model performance & scalability.If you choose to take this specialization and earn the Coursera specialization certificate, you will also earn an IBM digital badge. To find out more about IBM digital badges follow the link ibm.biz/badging.",Advanced Machine Learning and Signal Processing,https://www.coursera.org/learn/advanced-machine-learning-signal-processing
59,Advanced Data Science with IBM Specialization,4,"As a coursera certified specialization completer you will have a proven deep understanding on massive parallel data processing, data exploration and visualization, and advanced machine learning & deep learning. You'll understand the mathematical foundations behind all machine learning & deep learning algorithms. You can apply knowledge in practical use cases, justify architectural decisions, understand the characteristics of different algorithms, frameworks & technologies & how they impact model performance & scalability.If you choose to take this specialization and earn the Coursera specialization certificate, you will also earn an IBM digital badge. To find out more about IBM digital badges follow the link ibm.biz/badging.",Applied AI with DeepLearning,https://www.coursera.org/learn/ai
60,Advanced Data Science with IBM Specialization,4,"As a coursera certified specialization completer you will have a proven deep understanding on massive parallel data processing, data exploration and visualization, and advanced machine learning & deep learning. You'll understand the mathematical foundations behind all machine learning & deep learning algorithms. You can apply knowledge in practical use cases, justify architectural decisions, understand the characteristics of different algorithms, frameworks & technologies & how they impact model performance & scalability.If you choose to take this specialization and earn the Coursera specialization certificate, you will also earn an IBM digital badge. To find out more about IBM digital badges follow the link ibm.biz/badging.",Advanced Data Science Capstone,https://www.coursera.org/learn/advanced-data-science-capstone
61,Web Applications for Everybody Specialization,4,"This Specialization is an introduction to building web applications for anybody who already has a basic understanding of responsive web design with JavaScript, HTML, and CSS. Web Applications for Everybody is your introduction to web application development. You will develop web and database applications in PHP, using SQL for database creation, as well as functionality in JavaScript, jQuery, and JSON.

Over the course of this Specialization, you will create several web apps to add to your developer portfolio. This Specialization (and its prerequisites) will prepare you, even if you have little to no experience in programming or technology, for entry level web developer jobs in PHP.

Youâll demonstrate basic concepts, like database design, while working on assignments that require the development of increasing challenging web apps. From installing a text editor to understanding how a web browser interacts with a web server to handling events with JQuery, youâll gain a complete introductory overview of web application development.",Building Web Applications in PHP,https://www.coursera.org/learn/web-applications-php
62,Web Applications for Everybody Specialization,4,"This Specialization is an introduction to building web applications for anybody who already has a basic understanding of responsive web design with JavaScript, HTML, and CSS. Web Applications for Everybody is your introduction to web application development. You will develop web and database applications in PHP, using SQL for database creation, as well as functionality in JavaScript, jQuery, and JSON.

Over the course of this Specialization, you will create several web apps to add to your developer portfolio. This Specialization (and its prerequisites) will prepare you, even if you have little to no experience in programming or technology, for entry level web developer jobs in PHP.

Youâll demonstrate basic concepts, like database design, while working on assignments that require the development of increasing challenging web apps. From installing a text editor to understanding how a web browser interacts with a web server to handling events with JQuery, youâll gain a complete introductory overview of web application development.",Introduction to Structured Query Language (SQL),https://www.coursera.org/learn/intro-sql
63,Web Applications for Everybody Specialization,4,"This Specialization is an introduction to building web applications for anybody who already has a basic understanding of responsive web design with JavaScript, HTML, and CSS. Web Applications for Everybody is your introduction to web application development. You will develop web and database applications in PHP, using SQL for database creation, as well as functionality in JavaScript, jQuery, and JSON.

Over the course of this Specialization, you will create several web apps to add to your developer portfolio. This Specialization (and its prerequisites) will prepare you, even if you have little to no experience in programming or technology, for entry level web developer jobs in PHP.

Youâll demonstrate basic concepts, like database design, while working on assignments that require the development of increasing challenging web apps. From installing a text editor to understanding how a web browser interacts with a web server to handling events with JQuery, youâll gain a complete introductory overview of web application development.",Building Database Applications in PHP,https://www.coursera.org/learn/database-applications-php
64,Web Applications for Everybody Specialization,4,"This Specialization is an introduction to building web applications for anybody who already has a basic understanding of responsive web design with JavaScript, HTML, and CSS. Web Applications for Everybody is your introduction to web application development. You will develop web and database applications in PHP, using SQL for database creation, as well as functionality in JavaScript, jQuery, and JSON.

Over the course of this Specialization, you will create several web apps to add to your developer portfolio. This Specialization (and its prerequisites) will prepare you, even if you have little to no experience in programming or technology, for entry level web developer jobs in PHP.

Youâll demonstrate basic concepts, like database design, while working on assignments that require the development of increasing challenging web apps. From installing a text editor to understanding how a web browser interacts with a web server to handling events with JQuery, youâll gain a complete introductory overview of web application development.","JavaScript, jQuery, and JSON",https://www.coursera.org/learn/javascript-jquery-json
65,Fundamentals of Computing Specialization,4,This Specialization covers much of the material that first-year Computer Science students take at Rice University. Students learn sophisticated programming skills in Python from the ground up and apply these skills in building more than 20 fun projects. The Specialization concludes with a Capstone exam that allows the students to demonstrate the range of knowledge that they have acquired in the Specialization.,An Introduction to Interactive Programming in Python (Part 1),https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals
66,Fundamentals of Computing Specialization,4,This Specialization covers much of the material that first-year Computer Science students take at Rice University. Students learn sophisticated programming skills in Python from the ground up and apply these skills in building more than 20 fun projects. The Specialization concludes with a Capstone exam that allows the students to demonstrate the range of knowledge that they have acquired in the Specialization.,An Introduction to Interactive Programming in Python (Part 2),https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals
67,Fundamentals of Computing Specialization,4,This Specialization covers much of the material that first-year Computer Science students take at Rice University. Students learn sophisticated programming skills in Python from the ground up and apply these skills in building more than 20 fun projects. The Specialization concludes with a Capstone exam that allows the students to demonstrate the range of knowledge that they have acquired in the Specialization.,Principles of Computing (Part 1),https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals
68,Fundamentals of Computing Specialization,4,This Specialization covers much of the material that first-year Computer Science students take at Rice University. Students learn sophisticated programming skills in Python from the ground up and apply these skills in building more than 20 fun projects. The Specialization concludes with a Capstone exam that allows the students to demonstrate the range of knowledge that they have acquired in the Specialization.,Principles of Computing (Part 2),https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals
69,SAS Programmer Professional Certificate,3,"When you complete the SASÂ® Base Programming courses, you will have demonstrated skills in manipulating and transforming data, combining SAS data sets, creating basic detail and summary reports using SAS procedures and identifying and correcting data, syntax and programming logic errors. These skills prepare you for the SASÂ® Base Programmer certification exam.",Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics
70,SAS Programmer Professional Certificate,3,"When you complete the SASÂ® Base Programming courses, you will have demonstrated skills in manipulating and transforming data, combining SAS data sets, creating basic detail and summary reports using SAS procedures and identifying and correcting data, syntax and programming logic errors. These skills prepare you for the SASÂ® Base Programmer certification exam.",Doing More with SAS Programming,https://www.coursera.org/learn/sas-programming-advanced
71,SAS Programmer Professional Certificate,3,"When you complete the SASÂ® Base Programming courses, you will have demonstrated skills in manipulating and transforming data, combining SAS data sets, creating basic detail and summary reports using SAS procedures and identifying and correcting data, syntax and programming logic errors. These skills prepare you for the SASÂ® Base Programmer certification exam.",Practical SAS Programming and Certification Review,https://www.coursera.org/learn/sas-programming-certification-review
72,Introduction to Data Science Specialization,4,"In this Specialization learners will develop foundational Data Science skills to prepare them for a career or further learning that involves more advanced topics in Data Science. The specialization entails understanding what is Data Science and the various kinds of activities that a Data Scientist performs. It will familiarize learners with various open source tools, like Jupyter notebooks, used by Data Scientists. It will teach you about methodology involved in tackling data science problems. The specialization also provides knowledge of relational database concepts and the use of SQL to query databases. Learners will complete hands-on labs and projects to apply their newly acquired skills and knowledge.

Upon receiving the certificate for completion of the specialization, you will also receive an IBM Badge as a Specialist in Data Science Foundations.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",What is Data Science? ,https://www.coursera.org/learn/what-is-datascience
73,Introduction to Data Science Specialization,4,"In this Specialization learners will develop foundational Data Science skills to prepare them for a career or further learning that involves more advanced topics in Data Science. The specialization entails understanding what is Data Science and the various kinds of activities that a Data Scientist performs. It will familiarize learners with various open source tools, like Jupyter notebooks, used by Data Scientists. It will teach you about methodology involved in tackling data science problems. The specialization also provides knowledge of relational database concepts and the use of SQL to query databases. Learners will complete hands-on labs and projects to apply their newly acquired skills and knowledge.

Upon receiving the certificate for completion of the specialization, you will also receive an IBM Badge as a Specialist in Data Science Foundations.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Open Source tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science
74,Introduction to Data Science Specialization,4,"In this Specialization learners will develop foundational Data Science skills to prepare them for a career or further learning that involves more advanced topics in Data Science. The specialization entails understanding what is Data Science and the various kinds of activities that a Data Scientist performs. It will familiarize learners with various open source tools, like Jupyter notebooks, used by Data Scientists. It will teach you about methodology involved in tackling data science problems. The specialization also provides knowledge of relational database concepts and the use of SQL to query databases. Learners will complete hands-on labs and projects to apply their newly acquired skills and knowledge.

Upon receiving the certificate for completion of the specialization, you will also receive an IBM Badge as a Specialist in Data Science Foundations.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Data Science Methodology,https://www.coursera.org/learn/data-science-methodology
75,Introduction to Data Science Specialization,4,"In this Specialization learners will develop foundational Data Science skills to prepare them for a career or further learning that involves more advanced topics in Data Science. The specialization entails understanding what is Data Science and the various kinds of activities that a Data Scientist performs. It will familiarize learners with various open source tools, like Jupyter notebooks, used by Data Scientists. It will teach you about methodology involved in tackling data science problems. The specialization also provides knowledge of relational database concepts and the use of SQL to query databases. Learners will complete hands-on labs and projects to apply their newly acquired skills and knowledge.

Upon receiving the certificate for completion of the specialization, you will also receive an IBM Badge as a Specialist in Data Science Foundations.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Databases and SQL for Data Science,https://www.coursera.org/learn/sql-data-science
76,Data Science Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material.",The Data Scientist’s Toolbox,https://www.coursera.org/learn/data-scientists-tools?specialization=jhu-data-science
77,Data Science Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material.",R Programming,https://www.coursera.org/learn/r-programming?specialization=jhu-data-science
78,Data Science Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material.",Getting and Cleaning Data,https://www.coursera.org/learn/data-cleaning?specialization=jhu-data-science
79,Data Science Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers the concepts and tools you'll need throughout the entire data science pipeline, from asking the right kinds of questions to making inferences and publishing results. In the final Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, students will have a portfolio demonstrating their mastery of the material.",Exploratory Data Analysis,https://www.coursera.org/learn/exploratory-data-analysis?specialization=jhu-data-science
80,Cloud Architecture with Google Cloud Professional Certificate,4,"The Google Cloud Professional Cloud Architect certification was ranked one of the top paying IT certifications of 2019 by Global Knowledge.

This program provides the skills you need to advance your career as a professional cloud architect and recommends training to support your preparation for the industry-recognized Google Cloud Professional Cloud Architect certification.

You'll have the opportunity to deploy solution elements, including infrastructure components such as networks, systems and applications services, and you'll gain real world experience through a number of hands-on Qwiklabs projects.

Upon successful completion of this program, you will earn a certificate of completion to share with your professional network and potential employers.

If you would like to become Google Cloud certified and demonstrate your proficiency in the understanding of cloud architecture and Google Cloud Platform, design, develop, and manage solutions to drive business objectives, you will need to register for, and pass the official Google Cloud certification exam. You can find more details on how to register and additional resources to support your preparation at cloud.google.com/certification.",Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals?specialization=gcp-cloud-architect
