,Section Names,Section Length,Chapter Links,Section Descriptions
118,Chapter Two: Variables and Expressions,7,https://www.coursera.org/learn/python?specialization=python,"In this chapter we cover how a program uses the computer's memory to store, retrieve and calculate information."
119,Chapter Three: Conditional Code,7,https://www.coursera.org/learn/python?specialization=python,"In this section we move from sequential code that simply runs one line of code after another to conditional code where some steps are skipped.  It is a very simple concept - but it is how computer software makes ""choices""."
120,Chapter Four: Functions,7,https://www.coursera.org/learn/python?specialization=python,"This is a relatively short chapter.   We will learn about what functions are and how we can use them.   The programs in the first chapters of the book are not large enough to require us to develop functions, but as the book moves into more and more complex programs, functions will be an essential way for us to make sense of our code."
121,Chapter Five: Loops and Iteration,7,https://www.coursera.org/learn/python?specialization=python,Loops and iteration complete our four basic programming patterns.  Loops are the way we tell Python to do something over and over.   Loops are the way we build programs that stay with a problem until the problem is solved.
122,Chapter Six: Strings,7,https://www.coursera.org/learn/python-data?specialization=python,"In this class, we pick up where we left off in the previous class, starting in Chapter 6 of the textbook and covering Strings and moving into data structures.   The second week of this class is dedicated to getting Python installed if you want to actually run the applications on your desktop or laptop.  If you choose not to install Python, you can just skip to the third week and get a head start."
123,Unit: Installing and Using Python,7,https://www.coursera.org/learn/python-data?specialization=python,"In this module you will set things up so you can write Python programs.  We do not require installation of Python for this class.  You can write and test Python programs in the browser using the ""Python Code Playground"" in this lesson.  Please read the ""Using Python in this Class"" material for details."
124,Chapter Seven: Files,7,https://www.coursera.org/learn/python-data?specialization=python,"Up to now, we have been working with data that is read from the user or data in constants.   But real programs process much larger amounts of data by reading and writing files on the secondary storage on your computer.   In this chapter we start to write our first programs that read, scan, and process real data.  "
125,Chapter Eight: Lists,7,https://www.coursera.org/learn/python-data?specialization=python,"As we want to solve more complex problems in Python, we need more powerful variables.  Up to now we have been using simple variables to store numbers or strings where we have a single value in a variable.  Starting with lists we will store many values in a single variable using an indexing scheme to store, organize, and retrieve different values from within a single variable.  We call these multi-valued variables ""collections"" or ""data structures""."
126,Chapter Nine: Dictionaries,7,https://www.coursera.org/learn/python-data?specialization=python,"The Python dictionary is one of its most powerful data structures.  Instead of representing values in a linear list, dictionaries store data as key / value pairs.  Using key / value pairs gives us a simple in-memory ""database"" in a single Python variable."
127,Chapter Ten: Tuples,7,https://www.coursera.org/learn/python-data?specialization=python,Tuples are our third and final basic Python data structure.  Tuples are a simple version of lists.  We often use tuples in conjunction with dictionaries to accomplish multi-step tasks like sorting or looping through all of the data in a dictionary.
128,Graduation,7,https://www.coursera.org/learn/python-data?specialization=python,"To celebrate your making it to the halfway point in our Python for Everybody Specialization, we welcome you to attend our online graduation ceremony.  It is not very long, and it features a Commencement speaker and very short commencement speech."
129,Getting Started,6,https://www.coursera.org/learn/python-network-data?specialization=python,"In this section you will install Python and a text editor.  In previous classes in the specialization this was an optional assignment, but in this class it is the first requirement to get started.  From this point forward we will stop using the browser-based Python grading environment because the browser-based Python environment (Skulpt) is not capable of running the more complex programs we will be developing in this class."
130,Regular Expressions (Chapter 11),6,https://www.coursera.org/learn/python-network-data?specialization=python,"Regular expressions are a very specialized language that allow us to succinctly search strings and extract data from strings.   Regular expressions are a language unto themselves.  It is not essential to know how to use regular expressions, but they can be quite useful and powerful."
131,Networks and Sockets (Chapter 12),6,https://www.coursera.org/learn/python-network-data?specialization=python,In this section we learn about the protocols that web browsers use to retrieve documents and web applications use to interact with Application Program Interfaces (APIs).
132,Programs that Surf the Web (Chapter 12),6,https://www.coursera.org/learn/python-network-data?specialization=python,In this section we learn to use Python to retrieve data from web sites and APIs over the Internet.
133,Web Services and XML (Chapter 13),6,https://www.coursera.org/learn/python-network-data?specialization=python,"In this section, we learn how to retrieve and parse XML (eXtensible Markup Language) data."
134,JSON and the REST Architecture (Chapter 13),6,https://www.coursera.org/learn/python-network-data?specialization=python,"In this module, we work with Application Program Interfaces / Web Services using the JavaScript Object Notation (JSON) data format."
135,Object Oriented Python,5,https://www.coursera.org/learn/python-databases?specialization=python,"To start this class out we cover the basics of Object Oriented Python. We won't be writing our own objects, but since many of the things we use like BeautifulSoup, strings, dictionaries, database connections all use Object Oriented (OO) patterns we should at least understand some of its patterns and terminology."
136,Basic Structured Query Language,5,https://www.coursera.org/learn/python-databases?specialization=python,"We learn the four core CRUD operations (Create, Read, Update, and Delete) to manage data stored in a database."
137,Data Models and Relational SQL,5,https://www.coursera.org/learn/python-databases?specialization=python,"In this section we learn about how data is stored across multiple tables in a database and how rows are linked (i.e., we establish relationships) in the database."
138,Many-to-Many Relationships in SQL,5,https://www.coursera.org/learn/python-databases?specialization=python,In this section we explore how to model situations like students enrolling in courses where each course has many students and each student is enrolled in many courses.
139,Databases and Visualization,5,https://www.coursera.org/learn/python-databases?specialization=python,"In this section, we put it all together, retrieve and process some data and then use the Google Maps API to visualize our data."
140,Data Science Fundamentals,4,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,"In this module, we'll introduce and define data science and data itself. We'll also go over some of the resources that data scientists use to get help when they're stuck."
141,R and RStudio,4,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,"In this module, we'll help you get up and running with both R and RStudio. Along the way, you'll learn some basics about both and why data scientists use them. "
142,Version Control and GitHub,4,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,"During this module, you'll learn about version control and why it's so important to data scientists. You'll also learn how to use Git and GitHub to manage version control in data science projects."
143,"R Markdown, Scientific Thinking, and Big Data ",4,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,"During this final module, you'll learn to use R Markdown and get an introduction to three concepts that are incredibly important to every successful data scientist: asking good questions, experimental design, and big data. "
144,"Week 1: Background, Getting Started, and Nuts & Bolts",4,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,"This week covers the basics to get you started up with R. The Background Materials lesson contains information about course mechanics and some videos on installing R. The Week 1 videos cover the history of R and S, go over the basic data types in R, and describe the functions for reading and writing data. I recommend that you watch the videos in the listed order, but watching the videos out of order isn't going to ruin the story. "
145,Week 2: Programming with R,4,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,"Welcome to Week 2 of R Programming. This week, we take the gloves off, and the lectures cover key topics like control structures and functions. We also introduce the first programming assignment for the course, which is due at the end of the week."
146,Week 3: Loop Functions and Debugging,4,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,"We have now entered the third week of R Programming, which also marks the halfway point. The lectures this week cover loop functions and the debugging tools in R. These aspects of R make R useful for both interactive work and writing longer code, and so they are commonly used in practice."
147,Week 4: Simulation & Profiling,4,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,"This week covers how to simulate data in R, which serves as the basis for doing simulation studies. We also cover the profiler in R which lets you collect detailed information on how your R functions are running and to identify bottlenecks that can be addressed. The profiler is a key tool in helping you optimize your programs. Finally, we cover the str function, which I personally believe is the most useful function in R."
148,Week 1,4,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,"In this first week of the course, we look at finding data and reading different file types."
149,Week 2,4,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,Welcome to Week 2 of Getting and Cleaning Data! The primary goal is to introduce you to the most common data storage systems and the appropriate tools to extract data from web or from databases like MySQL. 
150,Week 3,4,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,"Welcome to Week 3 of Getting and Cleaning Data! This week the lectures will focus on organizing, merging and managing the data you have collected using the lectures from Weeks 1 and 2. "
151,Week 4,4,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,Welcome to Week 4 of Getting and Cleaning Data! This week we finish up with lectures on text and date manipulation in R. In this final week we will also focus on peer grading of Course Projects. 
152,Week 1,4,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r,This week covers the basics of analytic graphics and the base plotting system in R. We've also included some background material to help you install R if you haven't done so already. 
153,Week 2,4,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r,"Welcome to Week 2 of Exploratory Data Analysis. This week covers some of the more advanced graphing systems available in R: the Lattice system and the ggplot2 system. While the base graphics system provides many important tools for visualizing data, it was part of the original R system and lacks many features that may be desirable in a plotting system, particularly when visualizing high dimensional data. The Lattice and ggplot2 systems also simplify the laying out of plots making it a much less tedious process."
154,Week 3,4,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r,Welcome to Week 3 of Exploratory Data Analysis. This week covers some of the workhorse statistical methods for exploratory analysis. These methods include clustering and dimension reduction techniques that allow you to make graphical displays of very high dimensional data (many many variables). We also cover novel ways to specify colors in R so that you can use color as an important and useful dimension when making data graphics. All of this material is covered in chapters 9-12 of my book Exploratory Data Analysis with R.
155,Week 4,4,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r,"This week, we'll look at two case studies in exploratory data analysis. The first involves the use of cluster analysis techniques, and the second is a more involved analysis of some air pollution data. How one goes about doing EDA is often personal, but I'm providing these videos to give you a sense of how you might proceed with a specific type of dataset. "
156,Introduction to Customer Analytics,5,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics,What is Customer Analytics? How is this course structured? What will I learn in this course? What will I learn in the Business Analytics Specialization? These short videos will give you an overview of this course and the specialization; the substantive lectures begin in Week 2.
157,Descriptive Analytics,5,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics,"In this module, you’ll learn what data can and can’t describe about customer behavior as well as the most effective methods for collecting data and deciding what it means.  You’ll understand the critical difference between data which describes a causal relationship and data which describes a correlative one as you explore the synergy between data and decisions, including the principles for systematically collecting and interpreting data to make better business decisions. You’ll also learn how data is used to explore a problem or question, and how to use that data to create products, marketing campaigns, and other strategies. By the end of this module, you’ll have a solid understanding of effective data collection and interpretation so that you can use the right data to make the right decision for your company or business."
158,Predictive Analytics,5,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics,"Once you’ve collected and interpreted data, what do you do with it? In this module, you’ll learn how to take the next step: how to use data about actions in the past to make to make predictions about actions in the future. You’ll examine the main tools used to predict behavior, and learn how to determine which tool is right for which decision purposes. Additionally, you’ll learn the language and the frameworks for making predictions of future behavior. At the end of this module, you’ll be able to determine what kinds of predictions you can make to create future strategies, understand the most powerful techniques for predictive models including regression analysis, and be prepared to take  full advantage of analytics to create effective data-driven business decisions."
159,Prescriptive Analytics,5,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics,"How do you turn data into action? In this module, you’ll learn how prescriptive analytics provide recommendations for actions you can take to achieve your business goals. First, you’ll explore how to ask the right questions, how to define your objectives, and how to optimize for success. You’ll also examine critical examples of prescriptive models, including how quantity is impacted by price, how to maximize revenue, how to maximize profits, and how to best use online advertising. By the end of this module, you’ll be able to define a problem, define a good objective, and explore models for optimization which take competition into account, so that you can write prescriptions for data-driven actions that create success for your company or business."
160,Application/Case Studies,5,https://www.coursera.org/learn/wharton-customer-analytics?specialization=business-analytics,"How do top firms put data to work? In this module, you’ll learn how successful businesses use data to create cutting-edge, customer-focused marketing practices. You’ll explore real-world examples of the five-pronged attack to apply customer analytics to marketing, starting with data collection and data exploration, moving toward building predictive models and optimization, and continuing all the way to data-driven decisions. At the end of this module, you’ll know the best way to put data to work in your own company or business, based on the most innovative and effective data-driven practices of today’s top firms."
161,"Introduction, Descriptive and Predictive Analytics",4,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics,"In this module you’ll be introduced to the Newsvendor problem, a fundamental operations problem of matching supply with demand in uncertain settings. You'll also cover the foundations of descriptive analytics for operations, learning how to use historical demand data to build forecasts for future demand.  Over the week, you’ll be introduced to underlying analytic concepts, such as random variables, descriptive statistics, common forecasting tools, and measures for judging the quality of  your forecasts."
162,"Prescriptive Analytics, Low Uncertainty",4,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics,"In this module, you'll learn how to identify the best decisions in settings with low uncertainty by building optimization models and applying them to specific business challenges. During the week, you’ll use algebraic formulations to concisely express optimization problems, look at how algebraic models should be converted into a spreadsheet format, and learn how to use spreadsheet Solvers as tools for identifying the best course of action. "
163,"Predictive Analytics, Risk",4,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics,"How can you evaluate and compare decisions when their impact is uncertain? In this module you will learn how to build and interpret simulation models that can help you to evaluate complex business decisions in uncertain settings. During the week, you will be introduced to some common measures of risk and reward, you’ll use simulation to estimate these quantities, and you’ll learn how to interpret and visualize your simulation results."
164,"Prescriptive Analytics, High Uncertainty ",4,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics,"This module introduces decision trees, a useful tool for evaluating decisions made under uncertainty. Using a concrete example, you'll learn how optimization, simulation, and decision trees can be used together to solve more complex business problems with high degrees of uncertainty. You'll also discover how the Newsvendor problem introduced in Week 1 can be solved with the simulation and optimization framework introduced in Weeks 2 and 3."
165,"Introduction to People Analytics, and Performance Evaluation",4,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,"In this module, you'll meet Professors Massey, Bidwell, and Haas, cover the structore and scope of the course, and dive into the first topic: Performance Evaluation. Performance evaluation plays an influential role in our work lives, whether it is used to reward or punish and/or to gather feedback. Yet its fundamental challenge is that the measures we used to evaluate performance are imperfect: we can't infer how hard or smart an employee is working based solely on outcomes. In this module, you’ll learn the four key issues in measuring performance: regression to the mean, sample size, signal independence, and process vs. outcome, and see them at work in current companies, including an extended example from the NFL. By the end of this module, you’ll understand how to separate skill from luck and learn to read noisy performance measures, so that you can go into your next performance evaluation sensitive to the role of chance, knowing your environment, and aware of the four most common biases, so that you can make more informed data-driven decisions about your company's most valuable asset: its employees."
166,Staffing,4,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,"In this module, you'll learn how to use data to better analyze the key components of the staffing cycle: hiring, internal mobility and career development, and attrition. You'll explore different analytic approaches to predicting performance for hiring and for optimizing internal mobility, to understanding and reducing turnover, and to predicting attrition. You'll also learn the critical skill of understanding causality so that you can avoid using data incorrectly. By the end of this module, you'll be able to use data to improve the quality of the decisions you make in getting the right people into the right jobs and helping them stay there, to benefit not only your organization but also employee's individual careers. "
167,Collaboration,4,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,"In this module, you'll learn the basic principles behind using people analytics to improve collaboration between employees inside an organization so they can work together more successfully. You'll explore how data is used to describe, map, and evaluate collaboration networks, as well as how to intervene in collaboration networks to improve collaboration using examples from real-world companies. By the end of this module, you'll know how to deploy the tools and techniques of organizational network analysis to understand and improve collaboration patterns inside your organization to make your organization, and the people working within in it, more productive, effective, and successful. "
168,Talent Management and Future Directions,4,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,"In this module, you explore talent analytics: how data may be used in talent assessment and development to maximize employee ability. You'll learn how to use data to move from performance evaluation to a more deeper analysis of employee evaluation so that you may be able to improve the both the effectiveness and the equitability of the promotion process at your firm. By the end of this module, you'll will understand the four major challenges of talent analytics: context, interdependence, self-fulfilling prophecies, and reverse causality, the challenges of working with algorithms, and some practical tips for incorporating data sensitively, fairly, and effectively into your own talent assessment and development processes to make your employees and your organization more successful. In the course conclusion, you'll also learn the current challenges and future directions of the field of people analytics, so that you may begin putting employee data to work in a ways that are smarter, practical and more powerful."
169,Ratios and Forecasting,4,https://www.coursera.org/learn/accounting-analytics?specialization=business-analytics,"The topic for this week is ratio analysis and forecasting. Since ratio analysis involves financial statement numbers, I’ve included two optional videos that review financial statements and sources of financial data, in case you need a review. We will do a ratio analysis of a single company during the module. First, we’ll examine the company's strategy and business model, and then we'll look at the DuPont analysis. Next, we’ll analyze profitability and turnover ratios followed by an analysis of the liquidity ratios for the company. Once we've put together all the ratios, we can use them to forecast future financial statements. (If you’re interested in learning more, I’ve included another optional video, on valuation). By the end of this week, you’ll be able to do a ratio analysis of a company to identify the sources of its competitive advantage (or red flags of potential trouble),  and then use that information to forecast its future financial statements.  "
170,Earnings Management,4,https://www.coursera.org/learn/accounting-analytics?specialization=business-analytics,"This week we are going to examine ""earnings management"", which is the practice of trying to intentionally bias financial statements to look better than they really should look. Beginning with an overview of earnings management, we’ll cover means, motive, and opportunity: how managers actually make their earnings look better, their incentives for manipulating earnings, and how they get away with it. Then, we will investigate red flags for two different forms of revenue manipulation. Manipulating earnings through aggressive revenue recognition practices is the most common reason that companies get in trouble with government regulators for their accounting practices. Next, we will discuss red flags for manipulating earnings through aggressive expense recognition practices, which is the second most common reason that companies get in trouble for their accounting practices. By the end of this module, you’ll know how to spot earnings management and get a more accurate picture of earnings, so that you’ll be able to catch some bad guys in finance reporting!"
171,Big Data and Prediction Models,4,https://www.coursera.org/learn/accounting-analytics?specialization=business-analytics,"This week, we’ll use big data approaches to try to detect earnings management. Specifically, we're going to use prediction models to try to predict how the financial statements would look if there were no manipulation by the manager. First, we’ll look at Discretionary Accruals Models, which try to model the non-cash portion of earnings or ""accruals,"" where managers are making estimates to calculate revenues or expenses. Next, we'll talk about Discretionary Expenditure Models, which try to model the cash portion of earnings. Then we'll look at Fraud Prediction Models, which try to directly predict what types of companies are likely to commit frauds. Finally, we’ll explore something called Benford's Law, which examines the frequency with which certain numbers appear. If certain numbers appear more often than dictated by Benford's Law, it's an indication that the financial statements were potentially manipulated. These models represent the state of the art right now, and are what academics use to try to detect and predict earnings management. By the end of this module, you'll have a very strong tool kit that will help you try to detect financial statements that may have been manipulated by managers."
172,Linking Non-financial Metrics to Financial Performance,4,https://www.coursera.org/learn/accounting-analytics?specialization=business-analytics,"Linking non-financial metrics to financial performance is one of the most important things we do as managers, and also one of the most difficult. We need to forecast future financial performance, but we have to take non-financial actions to influence it. And we must be able to accurately predict the ultimate impact on financial performance of improving non-financial dimensions. In this module, we’ll examine how to uncover which non-financial performance measures predict financial results through asking fundamental questions, such as: of the hundreds of non-financial measures, which are the key drivers of financial success? How do you rank or weight non-financial measures which don’t share a common denominator?  What performance targets are desirable? Finally, we’ll look at some comprehensive examples of how companies have used accounting analytics to show how investments in non-financial dimensions pay off in the future, and finish with some important organizational issues that commonly arise using these models. By the end of this module, you’ll know how predictive analytics can be used to determine what you should be measuring, how to weight very, very different performance measures when trying to analyze potential financial results, how to make trade-offs between short-term and long-term objectives, and how to set performance targets for optimal financial performance."
173,Course and Specialization Overview,5,https://www.coursera.org/learn/visual-elements-user-interface-design,"Welcome! In this first module I will summarize the assignments and expectations of this course, as well as the UI/UX Design Specialization. "
174,What IS a user interface anyway?,5,https://www.coursera.org/learn/visual-elements-user-interface-design,"In this first week we will look at some basic broad concepts and contexts for user interfaces, looking at examples both on and off-screen. We will look at basic principles of interaction theory, discuss the relationship between UI and UX, and examine the relationship between coding and designing. We will discuss the roles of functionality and aesthetics in interface design and outline a ""form-first"" philosophy to user interface design. This week will focus on background information and terminology and will give you the context and vocabulary necessary before you start making great interfaces!"
175,Formal Elements of Interface Design,5,https://www.coursera.org/learn/visual-elements-user-interface-design,"This week we are going to examine the various formal elements that make up an interface. We’ll start out with the larger questions of content, context and audience that frame any UI/UX project. In other words: What is it? Who is it for? And, where does it live? And we’ll look at the big picture of overall design direction, what is often referred to as “look and feel”. From there we’ll go into detail of how the basic components of how visual design works in the context of interface design: language, shape, color, imagery, typography, and icons. These areas will be the formal building blocks you will use to create the more complex visual structure of a screen-based user interface. "
176,Active Elements of Interface Design,5,https://www.coursera.org/learn/visual-elements-user-interface-design,"This week we are going to take our static interface elements and begin to think about how a user interacts with them. In other words, how to bring these elements a stage closer to having a life on the screen. We’ll be looking at navigational conventions, such as menus, buttons, and icons in different states. Our focus will move from what the graphic interface looks like, to include how it works and how it responds to the user. By adding interactivity to our static designs, the idea is to think more deeply about the role the designer plays in shaping a user’s interactive experience."
177,Composing the Elements of Interface Design,5,https://www.coursera.org/learn/visual-elements-user-interface-design,"This week we are going to take our individual interface components and see what happens when we try to put them together into a more complex structure. We’ll be looking at how to get our components to work harmoniously as a family, figuring out how hierarchy works in the interface, and discussing conventions and expectations of contemporary interface design. We’ll also be examining how to navigate to different screens and how to build visual relationships between different kinds of content within a single site. Finally, we’ll be discussing different platforms, how to create variable content for different screen sizes, and looking at how to organize complex bodies of content into user-friendly structures."
178,Course Overview,5,https://www.coursera.org/learn/ux-design-fundamentals,Welcome! In this first module I will summarize the assignments and expectations of this course. 
179,"Ideation, Articulation, Development",5,https://www.coursera.org/learn/ux-design-fundamentals,"Your assignment at the end of this week is the first stage in a multi-step process towards developing a clickable prototype: coming up with a clearly articulated idea for an app with a specific goal in mind. So this week we will focus on how to articulate and structure your ideas and goals, how to use naming and language as a part of your app’s identity. We will also look at audience research and user centered design."
180,"Planning, Testing, Researching, Mapping",5,https://www.coursera.org/learn/ux-design-fundamentals,"This week we’re going to continue to develop, plan, and test your app idea. We’ll start by sketching out more extensive content and mapping it into a structure. To test what aspects of your app are working, we’ll look at how to create a non-visual paper prototype and work our way towards a sitemap. While you’re developing the logic of your app, you’ll also begin to develop the look and feel of it: the visual development process."
181,What Goes Where?,5,https://www.coursera.org/learn/ux-design-fundamentals,"At this stage in our process we are going to take our site map, look and feel research, and user testing to the next level in order to get a more accurate static prototype. By building a wireframe of our interface, we’ll figure out what goes where, and on which pages, utilizing our user testing information to figure out the hierarchy and structure of our app. This week is about the logic and functionality of our interface, and how it’s actually going to work within the app."
182,Making it by Faking it,5,https://www.coursera.org/learn/ux-design-fundamentals,"In this final week of the course, you will be taking your wireframes or app screens and make a simple functioning digital prototype to simulate the experience of interactivity. We’ll be using simple prototyping software to put your static screens into a realistic context, and simulating interaction in order to understand how your app feels, in order to troubleshoot and fix problems. This is the part of the course where all your talents come together! For me this is the most exciting part of UI/UX development, when it all starts to become real and you have a believable prototype in your hands. "
183,Course Overview,5,https://www.coursera.org/learn/web-design-strategy,Welcome! In this first module I will summarize the assignments and expectations of this course. 
184,The User Experience Process,5,https://www.coursera.org/learn/web-design-strategy,"This week I will give you a brief overview of the user experience process that I will teach in this course sequence. We will begin by defining the term ""user experience"", and then briefly look at the five phases of UX design: Strategy, Outline of Scope, Sitemap, Wireframes, and Visual Mockups. I will also talk about the differences between mobile apps and websites, and the differences between waterfall and agile approaches to UX design. Lastly, I will introduce you to the main project that you will be working on in this course and the one that follows it. You’ll be starting your first assignment at the end of the week. Last, here's something to keep in mind this week: “Design is not just what it looks like and feels like. Design is how it works.”—Steve Jobs"
185,Asking Good Questions: Determining Strategy,5,https://www.coursera.org/learn/web-design-strategy,"This week is all about strategy. We will talk about how to conduct research in the beginning of a project. And I will tell you about the importance of defining a target audience for your website. We’ll also discuss how to determine user needs and client needs. The strategy that you develop in this first step in the UX process will influence all decisions you make further down the line. That’s why it’s so important to take the time and think about what you want to accomplish, what the goals are, and how they might be measured when the project launches. "
186,What is in and What is Out: Outlining Scope,5,https://www.coursera.org/learn/web-design-strategy,"By now you should have a pretty clear idea what your projects will be about and who your target audience is. This week we will talk about how to take the user and client needs that you have established and create a set of content and functionality requirements from them. In other words, you’re transforming your overarching goals from last week into specific requirements for your site."
187,Getting your Ducks in a Row: The Sitemap,5,https://www.coursera.org/learn/web-design-strategy,"Welcome to the last week of this course. With your outline of scope in hand, you will now learn how to transform the content and functionality requirements determined last week into a navigable structure. This structure will be visualized by something called a sitemap. I’ll tell you all about sitemaps and how to create them. Along the way we will also define the term ""information architecture"". And I will introduce a tool called TreeJack, which will enable you to test your site map on actual users."
188,Course Overview,5,https://www.coursera.org/learn/web-design-wireframes-prototypes,
189,Not Getting Caught up in the Details: Wireframes,5,https://www.coursera.org/learn/web-design-wireframes-prototypes,"This week is all about wireframes. After mapping out our strategy and scope in the previous course, Web Design: Strategy and Information Architecture, this is the first time in the process that we will address the screen. Now things are going to get much more concrete as we’re starting to actually lay out elements for the user interface. This week you will learn why working on wireframes first—before designing high-fidelity mockups—is a helpful intermediate step. I’ll also talk about responsive design, navigation systems, wayfinding, common design patterns, and strategies for homepage design. And, we’ll discuss which tools are most appropriate for creating wireframes. Because creating those will be your assignment at the end of the week. "
190,"Finally, Make it Beautiful: The Mockup Phase",5,https://www.coursera.org/learn/web-design-wireframes-prototypes,"We finally reached the point that many of you—especially if you consider yourself a visual designer—have probably been waiting for. We’ll now talk about designing the look and feel for your website. Meaning, we’re ready to design visual mockups. Finally, you’ll get to decide on colors, typefaces, and images. Maybe you’ll create a few illustrations. And your site will need a logo, too. This week, we’ll focus on designing the visual mockups of just the homepage. To find some inspiration, I’ll also have you create a mood board."
191,An Excursion to Codelandia,5,https://www.coursera.org/learn/web-design-wireframes-prototypes,"This week, you’ll continue the visual design of your websites, refining the look and feel based on peer feedback. Having worked on the homepage mockup last week, it’s time to design the remaining screens. As an important aside, I will take you on a short expedition to the land of code. Although this specialization isn’t about learning how to code, I want to at least introduce you to the technologies that make the web work. And we’ll look at a few coding examples. After all, the web is built upon certain languages—HTML, CSS, and JavaScript.  in order to be an effective UX designer, it is helpful to have a rudimentary understanding of these technologies. "
192,Putting it all Together: Final Presentation,5,https://www.coursera.org/learn/web-design-wireframes-prototypes,"Welcome to the final week of this course and the final week of the entire UI/UX Design Specialization. I hope that you learned a lot of new concepts, techniques, and skills that will allow you to design some amazing interactive experiences in the real world. This week, you will have time to revise any of your project components. And then I’d like you to assemble them into a presentation that will represent the culmination of all of the UX phases we covered. This should be a great project to include in your portfolio. I’ll also show you how to take your static mockups and assemble them into clickable prototypes.  "
193,Introduction to G Suite,1,https://www.coursera.org/learn/introduction-g-suite,"In this course you will sign up for a G Suite account and configure your DNS records for G Suite. You will learn how to provision and manage your users, and will create groups and calendar resources for your organization. You will be introduced to your Cloud Directory and will learn how to split your organization into organizational units to simplify user and service management. Finally you will learn how to delegate admin privileges to other users in your organization."
194,Managing G Suite,1,https://www.coursera.org/learn/managing-g-suite,"This course focuses on the G Suite core services such as Gmail, Calendar, and Drive & Docs. You will become familiar with the various service settings, and learn how to enable them for all or just a subset of your users. You will gain an understanding of Google Vault, Google’s ediscovery service. You will understand the various admin console reports that are available and be able to search and filter the information in these reports. Finally you will see how multiple domains can be used with G Suite and learn how to add a new domain to your account."
195,G Suite Security,1,https://www.coursera.org/learn/g-suite-security,In this course you will focus on the various aspects of G Suite Security including user password policies and how to enable and enforce two step verification (2SV) for your users. You will learn about application security and understand how to whitelist and block API access to your account. You will see how G Suite can easily be integrated with a number of predefined 3rd party applications. You will also become familiar with the SSO options in G Suite. Finally you will understand how to spot potential security risks within your organization and learn how to address them using the tools available in the admin console.
196,G Suite Mail Management,1,https://www.coursera.org/learn/g-suite-mail-management,"In this course you will learn how to protect your organization against spam, spoofing, phishing and malware attacks. You will  configure email compliance and learn how to implement data loss prevention (DLP) for your organization. You will gain an understanding of the mail routing options available and learn how to whitelist and block senders. You will also become familiar with other mail options such as inbound and outbound gateways, 3rd party email archiving, and journaling to Vault."
197,Введение,4,https://www.coursera.org/learn/mathematics-and-python?specialization=machine-learning-data-analysis,"Добро пожаловать! На этой неделе мы начнём осваивать язык Python — один из главных инструментов специалиста в науке о данных, и вспомним кое-что о производных, которые активно используются при настройке моделей машинного обучения."
198,Библиотеки Python и линейная алгебра,4,https://www.coursera.org/learn/mathematics-and-python?specialization=machine-learning-data-analysis,"На этой неделе мы познакомимся с Python-библиотеками, содержащими большое количество полезных инструментов: от быстрых операций с многомерными массивами до визуализации и реализации различных математических методов. Кроме того, мы освоим линейную алгебру — основной математический аппарат для работы с данными: в большинстве задач данные можно представить в виде векторов или матриц."
