,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
52,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Data-driven Decision Making,https://www.coursera.org/learn/decision-making?specialization=pwc-analytics
53,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Problem Solving with Excel ,https://www.coursera.org/learn/excel-analysis?specialization=pwc-analytics
54,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Data Visualization with Advanced Excel,https://www.coursera.org/learn/advanced-excel?specialization=pwc-analytics
55,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Effective Business Presentations with Powerpoint,https://www.coursera.org/learn/powerpoint-presentations?specialization=pwc-analytics
56,Biostatistics in Public Health  Specialization,4,"This specialization is intended for public health and healthcare professionals, researchers, data analysts, social workers, and others who need a comprehensive concepts-centric biostatistics primer. Those who complete the specialization will be able to read and respond to the scientific literature, including the Methods and Results sections, in public health, medicine, biological science, and related fields. Successful learners will also be prepared to participate as part of a research team.",Summary Statistics in Public Health ,https://www.coursera.org/learn/summary-statistics
57,Biostatistics in Public Health  Specialization,4,"This specialization is intended for public health and healthcare professionals, researchers, data analysts, social workers, and others who need a comprehensive concepts-centric biostatistics primer. Those who complete the specialization will be able to read and respond to the scientific literature, including the Methods and Results sections, in public health, medicine, biological science, and related fields. Successful learners will also be prepared to participate as part of a research team.",Hypothesis Testing in Public Health ,https://www.coursera.org/learn/hypothesis-testing-public-health
58,Biostatistics in Public Health  Specialization,4,"This specialization is intended for public health and healthcare professionals, researchers, data analysts, social workers, and others who need a comprehensive concepts-centric biostatistics primer. Those who complete the specialization will be able to read and respond to the scientific literature, including the Methods and Results sections, in public health, medicine, biological science, and related fields. Successful learners will also be prepared to participate as part of a research team.",Simple Regression Analysis in Public Health ,https://www.coursera.org/learn/simple-regression-analysis-public-health
59,Biostatistics in Public Health  Specialization,4,"This specialization is intended for public health and healthcare professionals, researchers, data analysts, social workers, and others who need a comprehensive concepts-centric biostatistics primer. Those who complete the specialization will be able to read and respond to the scientific literature, including the Methods and Results sections, in public health, medicine, biological science, and related fields. Successful learners will also be prepared to participate as part of a research team.",Multiple Regression Analysis in Public Health ,https://www.coursera.org/learn/multiple-regression-analysis-public-health
60,Probabilistic Graphical Models  Specialization,3,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems.",Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models
61,Probabilistic Graphical Models  Specialization,3,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems.",Probabilistic Graphical Models 2: Inference,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference
62,Probabilistic Graphical Models  Specialization,3,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems.",Probabilistic Graphical Models 3: Learning,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning
63,Business and Financial Modeling Specialization,4,"Wharton's Business and Financial Modeling Specialization is designed to help you make informed business and financial decisions. These foundational courses will introduce you to spreadsheet models, modeling techniques, and common applications for investment analysis, company valuation, forecasting, and more. When you complete the Specialization, you'll be ready to use your own data to describe realities, build scenarios, and predict performance.",Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling?specialization=wharton-business-financial-modeling
64,Business and Financial Modeling Specialization,4,"Wharton's Business and Financial Modeling Specialization is designed to help you make informed business and financial decisions. These foundational courses will introduce you to spreadsheet models, modeling techniques, and common applications for investment analysis, company valuation, forecasting, and more. When you complete the Specialization, you'll be ready to use your own data to describe realities, build scenarios, and predict performance.",Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models?specialization=wharton-business-financial-modeling
65,Business and Financial Modeling Specialization,4,"Wharton's Business and Financial Modeling Specialization is designed to help you make informed business and financial decisions. These foundational courses will introduce you to spreadsheet models, modeling techniques, and common applications for investment analysis, company valuation, forecasting, and more. When you complete the Specialization, you'll be ready to use your own data to describe realities, build scenarios, and predict performance.",Modeling Risk and Realities,https://www.coursera.org/learn/wharton-risk-models?specialization=wharton-business-financial-modeling
66,Business and Financial Modeling Specialization,4,"Wharton's Business and Financial Modeling Specialization is designed to help you make informed business and financial decisions. These foundational courses will introduce you to spreadsheet models, modeling techniques, and common applications for investment analysis, company valuation, forecasting, and more. When you complete the Specialization, you'll be ready to use your own data to describe realities, build scenarios, and predict performance.",Decision-Making and Scenarios,https://www.coursera.org/learn/wharton-decision-making-scenarios?specialization=wharton-business-financial-modeling
67,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Introduction to Data Analytics for Business,https://www.coursera.org/learn/data-analytics-business?specialization=data-analytics-business
68,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Predictive Modeling and Analytics ,https://www.coursera.org/learn/predictive-modeling-analytics?specialization=data-analytics-business
69,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Business Analytics for Decision Making,https://www.coursera.org/learn/business-analytics-decision-making?specialization=data-analytics-business
70,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Communicating Business Analytics Results,https://www.coursera.org/learn/communicating-business-analytics-results?specialization=data-analytics-business
71,Data Science: Foundations using R Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers foundational data science tools and techniques, including getting, cleaning, and exploring data, programming in R, and conducting reproducible research. Learners who complete this specialization will be prepared to take the Data Science: Statistics and Machine Learning specialization, in which they build a data product using real-world data.

The five courses in this specialization are the very same courses that make up the first half of the Data Science Specialization. This specialization is presented for learners who want to start and complete the foundational part of the curriculum first, before moving onto the more advanced topics in Data Science: Statistics and Machine Learning.",The Data Scientist’s Toolbox,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r
72,Data Science: Foundations using R Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers foundational data science tools and techniques, including getting, cleaning, and exploring data, programming in R, and conducting reproducible research. Learners who complete this specialization will be prepared to take the Data Science: Statistics and Machine Learning specialization, in which they build a data product using real-world data.

The five courses in this specialization are the very same courses that make up the first half of the Data Science Specialization. This specialization is presented for learners who want to start and complete the foundational part of the curriculum first, before moving onto the more advanced topics in Data Science: Statistics and Machine Learning.",R Programming,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r
73,Data Science: Foundations using R Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers foundational data science tools and techniques, including getting, cleaning, and exploring data, programming in R, and conducting reproducible research. Learners who complete this specialization will be prepared to take the Data Science: Statistics and Machine Learning specialization, in which they build a data product using real-world data.

The five courses in this specialization are the very same courses that make up the first half of the Data Science Specialization. This specialization is presented for learners who want to start and complete the foundational part of the curriculum first, before moving onto the more advanced topics in Data Science: Statistics and Machine Learning.",Getting and Cleaning Data,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r
74,Data Science: Foundations using R Specialization,4,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.This Specialization covers foundational data science tools and techniques, including getting, cleaning, and exploring data, programming in R, and conducting reproducible research. Learners who complete this specialization will be prepared to take the Data Science: Statistics and Machine Learning specialization, in which they build a data product using real-world data.

The five courses in this specialization are the very same courses that make up the first half of the Data Science Specialization. This specialization is presented for learners who want to start and complete the foundational part of the curriculum first, before moving onto the more advanced topics in Data Science: Statistics and Machine Learning.",Exploratory Data Analysis,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r
75,Six Sigma Yellow Belt Specialization,4,"This specialization is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes, performance, and quality assurance.

In this specialization, you will learn proven principles and tools specific to six sigma and lean.

This is a sequential, linear designed specialization that covers the introductory level content (at the ""yellow belt"" level) of Six Sigma and Lean. Yellow Belt knowledge is needed before advancing to Green Belt (which is a second specialization offered here on Coursera by the USG). Green Belt knowledge is needed before moving to a Black Belt.

The proper sequence of this specialization is:

Course #1 - Six Sigma Fundamentals

Course #2 - Six Sigma Tools for Define and Measure

Course #3 - Six Sigma Tools for Analyze

Course #4 - Six Sigma Tools for Improve and Control

At the end of Course #4 (Six Sigma Tools for Improve and Control), there is a peer-reviewed, capstone project. Successful completion of this project is necessary for full completion of this specialization.

It should be noted that completing either the Yellow Belt or Green Belt Specializations does not give the learner ""professional accreditation"" in Six Sigma. However, successful completion will assist in better preparation for such professional accreditation testing.",Six Sigma Principles ,https://www.coursera.org/learn/six-sigma-principles
76,Six Sigma Yellow Belt Specialization,4,"This specialization is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes, performance, and quality assurance.

In this specialization, you will learn proven principles and tools specific to six sigma and lean.

This is a sequential, linear designed specialization that covers the introductory level content (at the ""yellow belt"" level) of Six Sigma and Lean. Yellow Belt knowledge is needed before advancing to Green Belt (which is a second specialization offered here on Coursera by the USG). Green Belt knowledge is needed before moving to a Black Belt.

The proper sequence of this specialization is:

Course #1 - Six Sigma Fundamentals

Course #2 - Six Sigma Tools for Define and Measure

Course #3 - Six Sigma Tools for Analyze

Course #4 - Six Sigma Tools for Improve and Control

At the end of Course #4 (Six Sigma Tools for Improve and Control), there is a peer-reviewed, capstone project. Successful completion of this project is necessary for full completion of this specialization.

It should be noted that completing either the Yellow Belt or Green Belt Specializations does not give the learner ""professional accreditation"" in Six Sigma. However, successful completion will assist in better preparation for such professional accreditation testing.",Six Sigma Tools for Define and Measure,https://www.coursera.org/learn/six-sigma-tools-define-measure
77,Six Sigma Yellow Belt Specialization,4,"This specialization is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes, performance, and quality assurance.

In this specialization, you will learn proven principles and tools specific to six sigma and lean.

This is a sequential, linear designed specialization that covers the introductory level content (at the ""yellow belt"" level) of Six Sigma and Lean. Yellow Belt knowledge is needed before advancing to Green Belt (which is a second specialization offered here on Coursera by the USG). Green Belt knowledge is needed before moving to a Black Belt.

The proper sequence of this specialization is:

Course #1 - Six Sigma Fundamentals

Course #2 - Six Sigma Tools for Define and Measure

Course #3 - Six Sigma Tools for Analyze

Course #4 - Six Sigma Tools for Improve and Control

At the end of Course #4 (Six Sigma Tools for Improve and Control), there is a peer-reviewed, capstone project. Successful completion of this project is necessary for full completion of this specialization.

It should be noted that completing either the Yellow Belt or Green Belt Specializations does not give the learner ""professional accreditation"" in Six Sigma. However, successful completion will assist in better preparation for such professional accreditation testing.",Six Sigma Tools for Analyze,https://www.coursera.org/learn/six-sigma-analyze
78,Six Sigma Yellow Belt Specialization,4,"This specialization is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes, performance, and quality assurance.

In this specialization, you will learn proven principles and tools specific to six sigma and lean.

This is a sequential, linear designed specialization that covers the introductory level content (at the ""yellow belt"" level) of Six Sigma and Lean. Yellow Belt knowledge is needed before advancing to Green Belt (which is a second specialization offered here on Coursera by the USG). Green Belt knowledge is needed before moving to a Black Belt.

The proper sequence of this specialization is:

Course #1 - Six Sigma Fundamentals

Course #2 - Six Sigma Tools for Define and Measure

Course #3 - Six Sigma Tools for Analyze

Course #4 - Six Sigma Tools for Improve and Control

At the end of Course #4 (Six Sigma Tools for Improve and Control), there is a peer-reviewed, capstone project. Successful completion of this project is necessary for full completion of this specialization.

It should be noted that completing either the Yellow Belt or Green Belt Specializations does not give the learner ""professional accreditation"" in Six Sigma. However, successful completion will assist in better preparation for such professional accreditation testing.",Six Sigma Tools for Improve and Control,https://www.coursera.org/learn/six-sigma-improve-control
79,Applied Cryptography Specialization,4,"This specialization is intended for the learners interested in or already pursuing a career in computer security or other cybersecurity-related fields. Through four courses, the learners will cover the security of information systems, information entropy, classical cryptographic algorithms, symmetric cryptography, asymmetric/public-key cryptography, hash functions, message authentication codes, digital signatures, key management and distribution, and other fundamental cryptographic primitives and protocols.",Cryptography and Information Theory,https://www.coursera.org/learn/crypto-info-theory
80,Applied Cryptography Specialization,4,"This specialization is intended for the learners interested in or already pursuing a career in computer security or other cybersecurity-related fields. Through four courses, the learners will cover the security of information systems, information entropy, classical cryptographic algorithms, symmetric cryptography, asymmetric/public-key cryptography, hash functions, message authentication codes, digital signatures, key management and distribution, and other fundamental cryptographic primitives and protocols.",Symmetric Cryptography,https://www.coursera.org/learn/symmetric-crypto
81,Applied Cryptography Specialization,4,"This specialization is intended for the learners interested in or already pursuing a career in computer security or other cybersecurity-related fields. Through four courses, the learners will cover the security of information systems, information entropy, classical cryptographic algorithms, symmetric cryptography, asymmetric/public-key cryptography, hash functions, message authentication codes, digital signatures, key management and distribution, and other fundamental cryptographic primitives and protocols.",Asymmetric Cryptography and Key Management,https://www.coursera.org/learn/asymmetric-crypto
82,Applied Cryptography Specialization,4,"This specialization is intended for the learners interested in or already pursuing a career in computer security or other cybersecurity-related fields. Through four courses, the learners will cover the security of information systems, information entropy, classical cryptographic algorithms, symmetric cryptography, asymmetric/public-key cryptography, hash functions, message authentication codes, digital signatures, key management and distribution, and other fundamental cryptographic primitives and protocols.",Cryptographic Hash and Integrity Protection,https://www.coursera.org/learn/cryptographic-hash-integrity-protection
83,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Python for Data Science and AI,https://www.coursera.org/learn/python-for-applied-data-science-ai
84,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python
85,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization
86,Applied Data Science Specialization,4,"This is an action-packed specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. It appeals to anyone interested in pursuing a career in Data Science, and already has foundational skills (or has completed the Introduction to Applied Data Science specialization). You will learn Python - no prior programming knowledge necessary. You will then learn data visualization and data analysis. Through our guided lectures, labs, and projects youâll get hands-on experience tackling interesting data problems. Make sure to take this specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.

Upon completing all courses in the specialization and receiving the Specialization certificate, you will also receive an IBM Badge recognizing you as a Specialist in Applied Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month and gives you access to graded materials and a certificate.",Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone
87,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Meaningful Marketing Insights,https://www.coursera.org/learn/meaningful-marketing-insights?specialization=marketing-analytics
88,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Managing Uncertainty in Marketing Analytics,https://www.coursera.org/learn/uncertainty-marketing-decisions?specialization=marketing-analytics
89,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Forecasting Models for Marketing Decisions,https://www.coursera.org/learn/forecasting-models-marketing-decisions?specialization=marketing-analytics
90,Foundations of Marketing Analytics Specialization,4,"In this specialization you will learn how to:

â¢ Find, extract, organize and describe data to support business decisions

â¢ Identify, quantify and interpret relationships between variables

â¢ Derive customer insights from your data

â¢ Develop spreadsheet models to analyze data, evaluate risk and optimize business decisions

â¢ Present and justify a course of action to management

The capstone project will give you an opportunity to apply what has been covered in the specialization to solve a marketing analytics problem.",Survey analysis to Gain Marketing Insights,https://www.coursera.org/learn/survey-analysis-marketing-insights?specialization=marketing-analytics
91,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations
92,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Regression,https://www.coursera.org/learn/ml-regression
93,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Classification,https://www.coursera.org/learn/ml-classification
94,Machine Learning Specialization,4,"This Specialization from leading researchers at the University of Washington introduces you to the exciting, high-demand field of Machine Learning. Through a series of practical case studies, you will gain applied experience in major areas of Machine Learning including Prediction, Classification, Clustering, and Information Retrieval. You will learn to analyze large and complex datasets, create systems that adapt and improve over time, and build intelligent applications that can make predictions from data.",Machine Learning: Clustering & Retrieval,https://www.coursera.org/learn/ml-clustering-and-retrieval
95,Data Analysis and Interpretation Specialization,4,"Learn SAS or Python programming, expand your knowledge of analytical methods and applications, and conduct original research to inform complex decisions.

The Data Analysis and Interpretation Specialization takes you from data novice to data expert in just four project-based courses. You will apply basic data science tools, including data management and visualization, modeling, and machine learning using your choice of either SAS or Python, including pandas and Scikit-learn. Throughout the Specialization, you will analyze a research question of your choice and summarize your insights. In the Capstone Project, you will use real data to address an important issue in society, and report your findings in a professional-quality report. You will have the opportunity to work with our industry partners, DRIVENDATA and The Connection. Help DRIVENDATA solve some of the world's biggest social challenges by joining one of their competitions, or help The Connection better understand recidivism risk for people on parole in substance use treatment. Regular feedback from peers will provide you a chance to reshape your question. This Specialization is designed to help you whether you are considering a career in data, work in a context where supervisors are looking to you for data insights, or you just have some burning questions you want to explore. No prior experience is required. By the end you will have mastered statistical methods to conduct original research to inform complex decisions.",Data Management and Visualization,https://www.coursera.org/learn/data-visualization?specialization=data-analysis
96,Data Analysis and Interpretation Specialization,4,"Learn SAS or Python programming, expand your knowledge of analytical methods and applications, and conduct original research to inform complex decisions.

The Data Analysis and Interpretation Specialization takes you from data novice to data expert in just four project-based courses. You will apply basic data science tools, including data management and visualization, modeling, and machine learning using your choice of either SAS or Python, including pandas and Scikit-learn. Throughout the Specialization, you will analyze a research question of your choice and summarize your insights. In the Capstone Project, you will use real data to address an important issue in society, and report your findings in a professional-quality report. You will have the opportunity to work with our industry partners, DRIVENDATA and The Connection. Help DRIVENDATA solve some of the world's biggest social challenges by joining one of their competitions, or help The Connection better understand recidivism risk for people on parole in substance use treatment. Regular feedback from peers will provide you a chance to reshape your question. This Specialization is designed to help you whether you are considering a career in data, work in a context where supervisors are looking to you for data insights, or you just have some burning questions you want to explore. No prior experience is required. By the end you will have mastered statistical methods to conduct original research to inform complex decisions.",Data Analysis Tools,https://www.coursera.org/learn/data-analysis-tools?specialization=data-analysis
