,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
39,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",4,"This online specialization provides participants a hands-on introduction to designing and building data pipelines on Google Cloud Platform. Through a combination of presentations, demos, and hand-on labs, participants will learn how to design data processing systems, build end-to-end data pipelines, analyze data and derive insights. The course covers structured, unstructured, and streaming data.This course teaches the following skills:

â¢ Design and build data pipelines on Google Cloud Platform

â¢ Lift and shift your existing Hadoop workloads to the Cloud using Cloud Dataproc.

â¢ Process batch and streaming data by implementing autoscaling data pipelines on Cloud Dataflow

â¢ Manage your data Pipelines with Data Fusion and Cloud Composer.

â¢ Derive business insights from extremely large datasets using Google BigQuery

â¢ Learn how to use pre-built ML APIs on unstructured data and build different kinds of ML models using BigQuery ML.

â¢ Enable instant insights from streaming data

This class is intended for developers who are responsible for:

â¢ Extracting, Loading, Transforming, cleaning, and validating data

â¢ Designing pipelines and architectures for data processing

â¢ Integrating analytics and machine learning capabilities into data pipelines

â¢ Querying datasets, visualizing query results and creating reports

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",Building Resilient Streaming Analytics Systems on GCP,https://www.coursera.org/learn/streaming-analytics-systems-gcp?specialization=gcp-data-machine-learning
40,AI Foundations for Everyone Specialization,3,"Artificial Intelligence (AI) is no longer science fiction. It is rapidly permeating all industries and having a profound impact on virtually every aspect of our existence. Whether you are an executive, a leader, an industry professional, a researcher, or a student - understanding AI, its impact and transformative potential for your organization and our society is of paramount importance.

This specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills. It is designed to give you a firm understanding of what is AI, its applications and use cases across various industries. You will become acquainted with terms like Machine Learning, Deep Learning and Neural Networks.

Furthermore, it will familiarize you with IBM Watson AI services that enable any business to quickly and easily employ pre-built AI smarts to their products and solutions. You will also learn about creating intelligent virtual assistants and how they can be leveraged in different scenarios.

By the end of this specialization, learners will have had hands-on interactions with several AI environments and applications, and have built and deployed an AI enabled chatbot on a website â without any coding.",Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai
41,AI Foundations for Everyone Specialization,3,"Artificial Intelligence (AI) is no longer science fiction. It is rapidly permeating all industries and having a profound impact on virtually every aspect of our existence. Whether you are an executive, a leader, an industry professional, a researcher, or a student - understanding AI, its impact and transformative potential for your organization and our society is of paramount importance.

This specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills. It is designed to give you a firm understanding of what is AI, its applications and use cases across various industries. You will become acquainted with terms like Machine Learning, Deep Learning and Neural Networks.

Furthermore, it will familiarize you with IBM Watson AI services that enable any business to quickly and easily employ pre-built AI smarts to their products and solutions. You will also learn about creating intelligent virtual assistants and how they can be leveraged in different scenarios.

By the end of this specialization, learners will have had hands-on interactions with several AI environments and applications, and have built and deployed an AI enabled chatbot on a website â without any coding.",Getting Started with AI using IBM Watson,https://www.coursera.org/learn/ai-with-ibm-watson
42,AI Foundations for Everyone Specialization,3,"Artificial Intelligence (AI) is no longer science fiction. It is rapidly permeating all industries and having a profound impact on virtually every aspect of our existence. Whether you are an executive, a leader, an industry professional, a researcher, or a student - understanding AI, its impact and transformative potential for your organization and our society is of paramount importance.

This specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills. It is designed to give you a firm understanding of what is AI, its applications and use cases across various industries. You will become acquainted with terms like Machine Learning, Deep Learning and Neural Networks.

Furthermore, it will familiarize you with IBM Watson AI services that enable any business to quickly and easily employ pre-built AI smarts to their products and solutions. You will also learn about creating intelligent virtual assistants and how they can be leveraged in different scenarios.

By the end of this specialization, learners will have had hands-on interactions with several AI environments and applications, and have built and deployed an AI enabled chatbot on a website â without any coding.",Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots
43,Data Science: Statistics and Machine Learning Specialization,4,"Build models, make inferences, and deliver interactive data products.

This specialization continues and develops on the material from the Data Science: Foundations using R specialization. It covers statistical inference, regression models, machine learning, and the development of data products. In the Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, learners will have a portfolio demonstrating their mastery of the material.

The five courses in this specialization are the very same courses that make up the second half of the Data Science Specialization. This specialization is presented for learners who have already mastered the fundamentals and want to skip right to the more advanced courses.",Statistical Inference,https://www.coursera.org/learn/statistical-inference?specialization=data-science-statistics-machine-learning
44,Data Science: Statistics and Machine Learning Specialization,4,"Build models, make inferences, and deliver interactive data products.

This specialization continues and develops on the material from the Data Science: Foundations using R specialization. It covers statistical inference, regression models, machine learning, and the development of data products. In the Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, learners will have a portfolio demonstrating their mastery of the material.

The five courses in this specialization are the very same courses that make up the second half of the Data Science Specialization. This specialization is presented for learners who have already mastered the fundamentals and want to skip right to the more advanced courses.",Regression Models,https://www.coursera.org/learn/regression-models?specialization=data-science-statistics-machine-learning
45,Data Science: Statistics and Machine Learning Specialization,4,"Build models, make inferences, and deliver interactive data products.

This specialization continues and develops on the material from the Data Science: Foundations using R specialization. It covers statistical inference, regression models, machine learning, and the development of data products. In the Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, learners will have a portfolio demonstrating their mastery of the material.

The five courses in this specialization are the very same courses that make up the second half of the Data Science Specialization. This specialization is presented for learners who have already mastered the fundamentals and want to skip right to the more advanced courses.",Practical Machine Learning,https://www.coursera.org/learn/practical-machine-learning?specialization=data-science-statistics-machine-learning
46,Data Science: Statistics and Machine Learning Specialization,4,"Build models, make inferences, and deliver interactive data products.

This specialization continues and develops on the material from the Data Science: Foundations using R specialization. It covers statistical inference, regression models, machine learning, and the development of data products. In the Capstone Project, youâll apply the skills learned by building a data product using real-world data. At completion, learners will have a portfolio demonstrating their mastery of the material.

The five courses in this specialization are the very same courses that make up the second half of the Data Science Specialization. This specialization is presented for learners who have already mastered the fundamentals and want to skip right to the more advanced courses.",Developing Data Products,https://www.coursera.org/learn/data-products?specialization=data-science-statistics-machine-learning
47,IBM AI Enterprise Workflow Specialization,4,"This six course specialization is designed to prepare you to take the certification examination for IBM AI Enterprise Workflow V1 Data Science Specialist. IBM AI Enterprise Workflow is a comprehensive, end-to-end process that enables data scientists to build AI solutions, starting with business priorities and working through to taking AI into production. The learning aims to elevate the skills of practicing data scientists by explicitly connecting business priorities to technical implementations, connecting machine learning to specialized AI use cases such as visual recognition and NLP, and connecting Python to IBM Cloud technologies. The videos, readings, and case studies in these courses are designed to guide you through your work as a data scientist at a hypothetical streaming media company.

Throughout this specialization, the focus will be on the practice of data science in large, modern enterprises. You will be guided through the use of enterprise-class tools on the IBM Cloud, tools that you will use to create, deploy and test machine learning models. Your favorite open source tools, such a Jupyter notebooks and Python libraries will be used extensively for data preparation and building models. Models will be deployed on the IBM Cloud using IBM Watson tooling that works seamlessly with open source tools. After successfully completing this specialization, you will be ready to take the official IBM certification examination for the IBM AI Enterprise Workflow.",AI Workflow: Business Priorities and Data Ingestion,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion?specialization=ibm-ai-workflow
48,IBM AI Enterprise Workflow Specialization,4,"This six course specialization is designed to prepare you to take the certification examination for IBM AI Enterprise Workflow V1 Data Science Specialist. IBM AI Enterprise Workflow is a comprehensive, end-to-end process that enables data scientists to build AI solutions, starting with business priorities and working through to taking AI into production. The learning aims to elevate the skills of practicing data scientists by explicitly connecting business priorities to technical implementations, connecting machine learning to specialized AI use cases such as visual recognition and NLP, and connecting Python to IBM Cloud technologies. The videos, readings, and case studies in these courses are designed to guide you through your work as a data scientist at a hypothetical streaming media company.

Throughout this specialization, the focus will be on the practice of data science in large, modern enterprises. You will be guided through the use of enterprise-class tools on the IBM Cloud, tools that you will use to create, deploy and test machine learning models. Your favorite open source tools, such a Jupyter notebooks and Python libraries will be used extensively for data preparation and building models. Models will be deployed on the IBM Cloud using IBM Watson tooling that works seamlessly with open source tools. After successfully completing this specialization, you will be ready to take the official IBM certification examination for the IBM AI Enterprise Workflow.",AI Workflow: Data Analysis and Hypothesis Testing,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing?specialization=ibm-ai-workflow
49,IBM AI Enterprise Workflow Specialization,4,"This six course specialization is designed to prepare you to take the certification examination for IBM AI Enterprise Workflow V1 Data Science Specialist. IBM AI Enterprise Workflow is a comprehensive, end-to-end process that enables data scientists to build AI solutions, starting with business priorities and working through to taking AI into production. The learning aims to elevate the skills of practicing data scientists by explicitly connecting business priorities to technical implementations, connecting machine learning to specialized AI use cases such as visual recognition and NLP, and connecting Python to IBM Cloud technologies. The videos, readings, and case studies in these courses are designed to guide you through your work as a data scientist at a hypothetical streaming media company.

Throughout this specialization, the focus will be on the practice of data science in large, modern enterprises. You will be guided through the use of enterprise-class tools on the IBM Cloud, tools that you will use to create, deploy and test machine learning models. Your favorite open source tools, such a Jupyter notebooks and Python libraries will be used extensively for data preparation and building models. Models will be deployed on the IBM Cloud using IBM Watson tooling that works seamlessly with open source tools. After successfully completing this specialization, you will be ready to take the official IBM certification examination for the IBM AI Enterprise Workflow.",AI Workflow: Feature Engineering and Bias Detection,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection?specialization=ibm-ai-workflow
50,IBM AI Enterprise Workflow Specialization,4,"This six course specialization is designed to prepare you to take the certification examination for IBM AI Enterprise Workflow V1 Data Science Specialist. IBM AI Enterprise Workflow is a comprehensive, end-to-end process that enables data scientists to build AI solutions, starting with business priorities and working through to taking AI into production. The learning aims to elevate the skills of practicing data scientists by explicitly connecting business priorities to technical implementations, connecting machine learning to specialized AI use cases such as visual recognition and NLP, and connecting Python to IBM Cloud technologies. The videos, readings, and case studies in these courses are designed to guide you through your work as a data scientist at a hypothetical streaming media company.

Throughout this specialization, the focus will be on the practice of data science in large, modern enterprises. You will be guided through the use of enterprise-class tools on the IBM Cloud, tools that you will use to create, deploy and test machine learning models. Your favorite open source tools, such a Jupyter notebooks and Python libraries will be used extensively for data preparation and building models. Models will be deployed on the IBM Cloud using IBM Watson tooling that works seamlessly with open source tools. After successfully completing this specialization, you will be ready to take the official IBM certification examination for the IBM AI Enterprise Workflow.","AI Workflow: Machine Learning, Visual Recognition and NLP",https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp?specialization=ibm-ai-workflow
51,Data Mining  Specialization,4,"The Data Mining Specialization teaches data mining techniques for both structured data which conform to a clearly defined schema, and unstructured data which exist in the form of natural language text. Specific course topics include pattern discovery, clustering, text retrieval, text mining and analytics, and data visualization. The Capstone project task is to solve real-world data mining challenges using a restaurant review data set from Yelp.

Courses 2 - 5 of this Specialization form the lecture component of courses in the online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization.",Data Visualization,https://www.coursera.org/learn/datavisualization?specialization=data-mining
52,Data Mining  Specialization,4,"The Data Mining Specialization teaches data mining techniques for both structured data which conform to a clearly defined schema, and unstructured data which exist in the form of natural language text. Specific course topics include pattern discovery, clustering, text retrieval, text mining and analytics, and data visualization. The Capstone project task is to solve real-world data mining challenges using a restaurant review data set from Yelp.

Courses 2 - 5 of this Specialization form the lecture component of courses in the online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization.",Text Retrieval and Search Engines,https://www.coursera.org/learn/text-retrieval?specialization=data-mining
53,Data Mining  Specialization,4,"The Data Mining Specialization teaches data mining techniques for both structured data which conform to a clearly defined schema, and unstructured data which exist in the form of natural language text. Specific course topics include pattern discovery, clustering, text retrieval, text mining and analytics, and data visualization. The Capstone project task is to solve real-world data mining challenges using a restaurant review data set from Yelp.

Courses 2 - 5 of this Specialization form the lecture component of courses in the online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization.",Text Mining and Analytics,https://www.coursera.org/learn/text-mining?specialization=data-mining
54,Data Mining  Specialization,4,"The Data Mining Specialization teaches data mining techniques for both structured data which conform to a clearly defined schema, and unstructured data which exist in the form of natural language text. Specific course topics include pattern discovery, clustering, text retrieval, text mining and analytics, and data visualization. The Capstone project task is to solve real-world data mining challenges using a restaurant review data set from Yelp.

Courses 2 - 5 of this Specialization form the lecture component of courses in the online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization.",Pattern Discovery in Data Mining,https://www.coursera.org/learn/data-patterns?specialization=data-mining
55,Machine Learning with TensorFlow on Google Cloud Platform em PortuguÃªs Brasileiro Specialization,4,"O que Ã© aprendizado de mÃ¡quina e que tipos de problema ele pode resolver? Quais sÃ£o as cinco fases da conversÃ£o de um possÃ­vel caso de uso de aprendizado de mÃ¡quina e por que Ã© importante que elas nÃ£o sejam ignoradas? Por que as redes neurais sÃ£o tÃ£o requisitadas hoje? Como configurar um problema de aprendizado supervisionado, alÃ©m de encontrar uma soluÃ§Ã£o Ã³tima e generalizÃ¡vel com gradiente descendente e uma boa forma de criar conjuntos de dados? Aprenda a gravar modelos de aprendizado de mÃ¡quina distribuÃ­dos com escalonamento no TensorFlow, faÃ§a escalonamento horizontal do treinamento desses modelos e ofereÃ§a previsÃµes de alto desempenho. Converta dados brutos em atributos para informar caracterÃ­sticas importantes desses dados ao aprendizado de mÃ¡quina e ofereÃ§a uma percepÃ§Ã£o humana para dar suporte ao problema. Por fim, aprenda a incorporar a combinaÃ§Ã£o ideal de parÃ¢metros que produz modelos precisos e generalizados, alÃ©m de conhecer a teoria para resolver tipos especÃ­ficos de problemas de aprendizado de mÃ¡quina. VocÃª passarÃ¡ por todas as etapas do aprendizado de mÃ¡quina, desde a criaÃ§Ã£o de uma estratÃ©gia voltada para aprendizado de mÃ¡quina atÃ© o treinamento, a otimizaÃ§Ã£o e a produÃ§Ã£o de modelos em laboratÃ³rios prÃ¡ticos com o Google Cloud Platform.

>>> Ao se inscrever nesta especializaÃ§Ã£o vocÃª concorda com os Termos de ServiÃ§o do Qwiklabs conforme estabelecido na seÃ§Ã£o de perguntas frequentes. Veja os Termos de ServiÃ§o aqui: https://qwiklabs.com/terms_of_service <<<",How Google does Machine Learning em Português Brasileiro,https://www.coursera.org/learn/google-machine-learning-br?specialization=machine-learning-tensorflow-gcp-br
56,Machine Learning with TensorFlow on Google Cloud Platform em PortuguÃªs Brasileiro Specialization,4,"O que Ã© aprendizado de mÃ¡quina e que tipos de problema ele pode resolver? Quais sÃ£o as cinco fases da conversÃ£o de um possÃ­vel caso de uso de aprendizado de mÃ¡quina e por que Ã© importante que elas nÃ£o sejam ignoradas? Por que as redes neurais sÃ£o tÃ£o requisitadas hoje? Como configurar um problema de aprendizado supervisionado, alÃ©m de encontrar uma soluÃ§Ã£o Ã³tima e generalizÃ¡vel com gradiente descendente e uma boa forma de criar conjuntos de dados? Aprenda a gravar modelos de aprendizado de mÃ¡quina distribuÃ­dos com escalonamento no TensorFlow, faÃ§a escalonamento horizontal do treinamento desses modelos e ofereÃ§a previsÃµes de alto desempenho. Converta dados brutos em atributos para informar caracterÃ­sticas importantes desses dados ao aprendizado de mÃ¡quina e ofereÃ§a uma percepÃ§Ã£o humana para dar suporte ao problema. Por fim, aprenda a incorporar a combinaÃ§Ã£o ideal de parÃ¢metros que produz modelos precisos e generalizados, alÃ©m de conhecer a teoria para resolver tipos especÃ­ficos de problemas de aprendizado de mÃ¡quina. VocÃª passarÃ¡ por todas as etapas do aprendizado de mÃ¡quina, desde a criaÃ§Ã£o de uma estratÃ©gia voltada para aprendizado de mÃ¡quina atÃ© o treinamento, a otimizaÃ§Ã£o e a produÃ§Ã£o de modelos em laboratÃ³rios prÃ¡ticos com o Google Cloud Platform.

>>> Ao se inscrever nesta especializaÃ§Ã£o vocÃª concorda com os Termos de ServiÃ§o do Qwiklabs conforme estabelecido na seÃ§Ã£o de perguntas frequentes. Veja os Termos de ServiÃ§o aqui: https://qwiklabs.com/terms_of_service <<<",Launching into Machine Learning em Português Brasileiro,https://www.coursera.org/learn/launching-machine-learning-br?specialization=machine-learning-tensorflow-gcp-br
57,Machine Learning with TensorFlow on Google Cloud Platform em PortuguÃªs Brasileiro Specialization,4,"O que Ã© aprendizado de mÃ¡quina e que tipos de problema ele pode resolver? Quais sÃ£o as cinco fases da conversÃ£o de um possÃ­vel caso de uso de aprendizado de mÃ¡quina e por que Ã© importante que elas nÃ£o sejam ignoradas? Por que as redes neurais sÃ£o tÃ£o requisitadas hoje? Como configurar um problema de aprendizado supervisionado, alÃ©m de encontrar uma soluÃ§Ã£o Ã³tima e generalizÃ¡vel com gradiente descendente e uma boa forma de criar conjuntos de dados? Aprenda a gravar modelos de aprendizado de mÃ¡quina distribuÃ­dos com escalonamento no TensorFlow, faÃ§a escalonamento horizontal do treinamento desses modelos e ofereÃ§a previsÃµes de alto desempenho. Converta dados brutos em atributos para informar caracterÃ­sticas importantes desses dados ao aprendizado de mÃ¡quina e ofereÃ§a uma percepÃ§Ã£o humana para dar suporte ao problema. Por fim, aprenda a incorporar a combinaÃ§Ã£o ideal de parÃ¢metros que produz modelos precisos e generalizados, alÃ©m de conhecer a teoria para resolver tipos especÃ­ficos de problemas de aprendizado de mÃ¡quina. VocÃª passarÃ¡ por todas as etapas do aprendizado de mÃ¡quina, desde a criaÃ§Ã£o de uma estratÃ©gia voltada para aprendizado de mÃ¡quina atÃ© o treinamento, a otimizaÃ§Ã£o e a produÃ§Ã£o de modelos em laboratÃ³rios prÃ¡ticos com o Google Cloud Platform.

>>> Ao se inscrever nesta especializaÃ§Ã£o vocÃª concorda com os Termos de ServiÃ§o do Qwiklabs conforme estabelecido na seÃ§Ã£o de perguntas frequentes. Veja os Termos de ServiÃ§o aqui: https://qwiklabs.com/terms_of_service <<<",Intro to TensorFlow em Português Brasileiro,https://www.coursera.org/learn/intro-tensorflow-br?specialization=machine-learning-tensorflow-gcp-br
58,Machine Learning with TensorFlow on Google Cloud Platform em PortuguÃªs Brasileiro Specialization,4,"O que Ã© aprendizado de mÃ¡quina e que tipos de problema ele pode resolver? Quais sÃ£o as cinco fases da conversÃ£o de um possÃ­vel caso de uso de aprendizado de mÃ¡quina e por que Ã© importante que elas nÃ£o sejam ignoradas? Por que as redes neurais sÃ£o tÃ£o requisitadas hoje? Como configurar um problema de aprendizado supervisionado, alÃ©m de encontrar uma soluÃ§Ã£o Ã³tima e generalizÃ¡vel com gradiente descendente e uma boa forma de criar conjuntos de dados? Aprenda a gravar modelos de aprendizado de mÃ¡quina distribuÃ­dos com escalonamento no TensorFlow, faÃ§a escalonamento horizontal do treinamento desses modelos e ofereÃ§a previsÃµes de alto desempenho. Converta dados brutos em atributos para informar caracterÃ­sticas importantes desses dados ao aprendizado de mÃ¡quina e ofereÃ§a uma percepÃ§Ã£o humana para dar suporte ao problema. Por fim, aprenda a incorporar a combinaÃ§Ã£o ideal de parÃ¢metros que produz modelos precisos e generalizados, alÃ©m de conhecer a teoria para resolver tipos especÃ­ficos de problemas de aprendizado de mÃ¡quina. VocÃª passarÃ¡ por todas as etapas do aprendizado de mÃ¡quina, desde a criaÃ§Ã£o de uma estratÃ©gia voltada para aprendizado de mÃ¡quina atÃ© o treinamento, a otimizaÃ§Ã£o e a produÃ§Ã£o de modelos em laboratÃ³rios prÃ¡ticos com o Google Cloud Platform.

>>> Ao se inscrever nesta especializaÃ§Ã£o vocÃª concorda com os Termos de ServiÃ§o do Qwiklabs conforme estabelecido na seÃ§Ã£o de perguntas frequentes. Veja os Termos de ServiÃ§o aqui: https://qwiklabs.com/terms_of_service <<<",Feature Engineering em Português Brasileiro,https://www.coursera.org/learn/feature-engineering-br?specialization=machine-learning-tensorflow-gcp-br
59,Computational Social Science Specialization,4,"For more information please view the Computational Social Science Trailer

Digital technology has not only revolutionized society, but also the way we can study it. Currently, this is taken advantage of by the most valuable companies in Silicon Valley, the most powerful governmental agencies, and the most influential social movements. What they have in common is that they use computational tools to understand, and ultimately influence human behavior and social dynamics.

An increasing part of human interaction leaves a massive digital footprint behind. Studying it allows us to gain unprecedented insights into what society is and how it works, including its intricate social networks that had long been obscure. Computational power allows us to detect hidden patterns through analytical tools like machine learning and to natural language processing. Finally, computer simulations enable us to explore hypothetical situations that may not even exist in reality, but that we would like to exist: a better world.

This specialization serves as a multidisciplinary, multi-perspective, and multi-method guide on how to better understand society and human behavior with modern research tools. This specialization gives you easy access to some of the exciting new possibilities of how to study society and human behavior. It is the first online specialization collectively taught by Professors from all 10 University of California campuses.",Computational Social Science Methods,https://www.coursera.org/learn/computational-social-science-methods?specialization=computational-social-science-ucdavis
60,Computational Social Science Specialization,4,"For more information please view the Computational Social Science Trailer

Digital technology has not only revolutionized society, but also the way we can study it. Currently, this is taken advantage of by the most valuable companies in Silicon Valley, the most powerful governmental agencies, and the most influential social movements. What they have in common is that they use computational tools to understand, and ultimately influence human behavior and social dynamics.

An increasing part of human interaction leaves a massive digital footprint behind. Studying it allows us to gain unprecedented insights into what society is and how it works, including its intricate social networks that had long been obscure. Computational power allows us to detect hidden patterns through analytical tools like machine learning and to natural language processing. Finally, computer simulations enable us to explore hypothetical situations that may not even exist in reality, but that we would like to exist: a better world.

This specialization serves as a multidisciplinary, multi-perspective, and multi-method guide on how to better understand society and human behavior with modern research tools. This specialization gives you easy access to some of the exciting new possibilities of how to study society and human behavior. It is the first online specialization collectively taught by Professors from all 10 University of California campuses.","Big Data, Artificial Intelligence, and Ethics",https://www.coursera.org/learn/big-data-ai-ethics?specialization=computational-social-science-ucdavis
61,Computational Social Science Specialization,4,"For more information please view the Computational Social Science Trailer

Digital technology has not only revolutionized society, but also the way we can study it. Currently, this is taken advantage of by the most valuable companies in Silicon Valley, the most powerful governmental agencies, and the most influential social movements. What they have in common is that they use computational tools to understand, and ultimately influence human behavior and social dynamics.

An increasing part of human interaction leaves a massive digital footprint behind. Studying it allows us to gain unprecedented insights into what society is and how it works, including its intricate social networks that had long been obscure. Computational power allows us to detect hidden patterns through analytical tools like machine learning and to natural language processing. Finally, computer simulations enable us to explore hypothetical situations that may not even exist in reality, but that we would like to exist: a better world.

This specialization serves as a multidisciplinary, multi-perspective, and multi-method guide on how to better understand society and human behavior with modern research tools. This specialization gives you easy access to some of the exciting new possibilities of how to study society and human behavior. It is the first online specialization collectively taught by Professors from all 10 University of California campuses.",Social Network Analysis,https://www.coursera.org/learn/social-network-analysis?specialization=computational-social-science-ucdavis
62,Computational Social Science Specialization,4,"For more information please view the Computational Social Science Trailer

Digital technology has not only revolutionized society, but also the way we can study it. Currently, this is taken advantage of by the most valuable companies in Silicon Valley, the most powerful governmental agencies, and the most influential social movements. What they have in common is that they use computational tools to understand, and ultimately influence human behavior and social dynamics.

An increasing part of human interaction leaves a massive digital footprint behind. Studying it allows us to gain unprecedented insights into what society is and how it works, including its intricate social networks that had long been obscure. Computational power allows us to detect hidden patterns through analytical tools like machine learning and to natural language processing. Finally, computer simulations enable us to explore hypothetical situations that may not even exist in reality, but that we would like to exist: a better world.

This specialization serves as a multidisciplinary, multi-perspective, and multi-method guide on how to better understand society and human behavior with modern research tools. This specialization gives you easy access to some of the exciting new possibilities of how to study society and human behavior. It is the first online specialization collectively taught by Professors from all 10 University of California campuses.",Computer Simulations,https://www.coursera.org/learn/computer-simulations?specialization=computational-social-science-ucdavis
63,iOS App Development with Swift Specialization,4,"Master Swift, design elegant interactions, and create a fully functioning iOS app.This Specialization covers the fundamentals of iOS application development in the Swift programming language. Youâll learn to use development tools such as XCode, design interfaces and interactions and evaluate their usability, and integrate camera, photo, and location information to enhance your app. In the final Capstone Project, youâll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch. A Mac computer is required for success in this course.",Introduction To Swift Programming,https://www.coursera.org/learn/swift-programming
64,iOS App Development with Swift Specialization,4,"Master Swift, design elegant interactions, and create a fully functioning iOS app.This Specialization covers the fundamentals of iOS application development in the Swift programming language. Youâll learn to use development tools such as XCode, design interfaces and interactions and evaluate their usability, and integrate camera, photo, and location information to enhance your app. In the final Capstone Project, youâll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch. A Mac computer is required for success in this course.",iOS App Development Basics,https://www.coursera.org/learn/ios-app-development-basics
65,iOS App Development with Swift Specialization,4,"Master Swift, design elegant interactions, and create a fully functioning iOS app.This Specialization covers the fundamentals of iOS application development in the Swift programming language. Youâll learn to use development tools such as XCode, design interfaces and interactions and evaluate their usability, and integrate camera, photo, and location information to enhance your app. In the final Capstone Project, youâll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch. A Mac computer is required for success in this course.",App Design and Development for iOS,https://www.coursera.org/learn/ios-app-design-development
66,iOS App Development with Swift Specialization,4,"Master Swift, design elegant interactions, and create a fully functioning iOS app.This Specialization covers the fundamentals of iOS application development in the Swift programming language. Youâll learn to use development tools such as XCode, design interfaces and interactions and evaluate their usability, and integrate camera, photo, and location information to enhance your app. In the final Capstone Project, youâll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch. A Mac computer is required for success in this course.",Build Your Own iOS App,https://www.coursera.org/learn/build-app
67,Mind and Machine Specialization,4,"This specialization examines the ways in which our current understanding of human thinking is both illuminated and challenged by the evolving techniques and ideas of artificial intelligence and computer science. Our collective understanding of âmindsâ â both biological and computational â has been revolutionized over the past half-century by themes originating in fields like cognitive psychology, machine learning, neuroscience, evolutionary psychology, and game theory, among others. This specialization focuses on both the larger âhistoricalâ arc of these changes as well as current research directions and controversies.",What is “the mind” and what is artificial intelligence?,https://www.coursera.org/learn/mind-machine-artificial-intelligence
68,Mind and Machine Specialization,4,"This specialization examines the ways in which our current understanding of human thinking is both illuminated and challenged by the evolving techniques and ideas of artificial intelligence and computer science. Our collective understanding of âmindsâ â both biological and computational â has been revolutionized over the past half-century by themes originating in fields like cognitive psychology, machine learning, neuroscience, evolutionary psychology, and game theory, among others. This specialization focuses on both the larger âhistoricalâ arc of these changes as well as current research directions and controversies.",Methods for Solving Problems,https://www.coursera.org/learn/mind-machine-problem-solving-methods
69,Mind and Machine Specialization,4,"This specialization examines the ways in which our current understanding of human thinking is both illuminated and challenged by the evolving techniques and ideas of artificial intelligence and computer science. Our collective understanding of âmindsâ â both biological and computational â has been revolutionized over the past half-century by themes originating in fields like cognitive psychology, machine learning, neuroscience, evolutionary psychology, and game theory, among others. This specialization focuses on both the larger âhistoricalâ arc of these changes as well as current research directions and controversies.",Computational Vision,https://www.coursera.org/learn/mind-machine-computational-vision
70,Mind and Machine Specialization,4,"This specialization examines the ways in which our current understanding of human thinking is both illuminated and challenged by the evolving techniques and ideas of artificial intelligence and computer science. Our collective understanding of âmindsâ â both biological and computational â has been revolutionized over the past half-century by themes originating in fields like cognitive psychology, machine learning, neuroscience, evolutionary psychology, and game theory, among others. This specialization focuses on both the larger âhistoricalâ arc of these changes as well as current research directions and controversies.","Interpersonal, Developmental, and Evolutionary Perspectives of the Mind",https://www.coursera.org/learn/mind-machine-perspectives
