,Section Names,Section Length,Chapter Links,Section Descriptions
115,"Week 0 - Statements, expressions, variables ",5,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"Learn the basic constructs of Python programming, create a program that plays a variant of Rock-Paper-Scissors"
116,"Week 1 - Functions, logic, conditionals",5,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"Learn the basics of event-driven programming, understand difference between local and global variables, create an interactive program that plays a simple guessing game"
117,"Week 2 - Event-driven programming, local/global variables",5,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"Create a canvas in Python, learn how to draw on the canvas, create a digital stopwatch"
118,"Week 3 - Canvas, drawing, timers",5,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"Learn the basics of lists in Python, model moving objects in Python, recreate the classic arcade game ""Pong"""
119,"Week 4 - Lists, keyboard input, the basics of modeling motion",5,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
120,"Week 5 - Mouse input, list methods, dictionaries",4,https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals,"Learn the basics of object-oriented programming in Python using classes, work with tiled images"
121,Week 6 - Classes and object-oriented programming,4,https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals,"	Understand the math of acceleration and friction, work with sprites, add sound to your game"
122,"Week 7 - Basic game physics, sprites",4,https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals,"Learn about sets in Python, compute collisions between sprites, animate sprites"
123,Week 8 - Sets and animation,4,https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
124,"Required Python knowledge, coding standards, and machine grading",5,https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals,"This week, we will explain the importance of testing.  We will also learn to solve problems with grids."
125,"Testing, plotting, and grids",5,https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals,This we will learn how to use probability and randomness to solve problems.
126,"Probability, randomness, and objects/references",5,https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals,"This week, we will learn how to use combinatorics to solve problems."
127,"Combinatorics, generators, and debugging",5,https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals,"This week, we will explain the importance of counting in solving complex problems."
128,"Counting, growth of functions, higher-order functions",5,https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
129,Searching and Data Structures,4,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,"This week, we will explain the importance of recursion."
130,Recursion,4,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,"This week, we will explain the importance of trees.  We will also explore how to set up game trees so that we can efficiently search them."
131,Trees,4,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,"This week, we will explain the importance of modeling.  We will also explore how to use assertions and invariants to ensure that our models are always consistent and correct."
132,"Modeling, Assertions, and Invariants",4,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
133,Основы языка JavaScript,5,https://www.coursera.org/learn/javascript-osnovy-i-funktsii?specialization=razrabotka-interfeysov,"JavaScript — выразительный язык, который имеет свои особенности. Работа с функциями, такие понятия как всплытие и замыкание переменных зачастую приводят в замешательство новичков. На этой неделе разберёмся с этими тонкостями языка. А в качестве практической задачи вас ждёт работа с коллекцией однотипных объектов."
134,Типы данных,5,https://www.coursera.org/learn/javascript-osnovy-i-funktsii?specialization=razrabotka-interfeysov,"С понятием контекста исполнения в JavaScript связано ключевое слово this. Это мощный инструмент, но разобраться в нём непросто. Заключительная неделя курса будет интересна не только новичкам, но и программистам, которые хотят освежить этот аспект в памяти. В качестве практического задания — создание библиотеки, позволяющей подписываться на события и получать по ним уведомления."
135,Типы данных. Продолжение,5,https://www.coursera.org/learn/javascript-osnovy-i-funktsii?specialization=razrabotka-interfeysov,"Московский физико-технический институт (Физтех) является одним из ведущих вузов страны и входит в основные рейтинги лучших университетов мира. Институт обладает не только богатой историей – основателями и профессорами института были Нобелевские лауреаты Пётр Капица, Лев Ландау и Николай Семенов – но и большой научно-исследовательской базой.Основой образования в МФТИ является уникальная «система Физтеха», сформулированная Петром Капицей: кропотливый отбор одаренных и склонных к творческой работе абитуриентов; участие в обучении ведущих научных работников; индивидуальный подход к отдельным студентам с целью развития их творческих задатков; воспитание с первых шагов в атмосфере технических исследований и конструктивного творчества с использованием потенциала лучших лабораторий страны.

Среди выпускников МФТИ — нобелевские лауреаты Андрей Гейм и Константин Новоселов, основатель компании ABBYY Давид Ян, один из авторов архитектурных принципов построения вычислительных комплексов Борис Бабаян и др."
136,Функции,5,https://www.coursera.org/learn/javascript-osnovy-i-funktsii?specialization=razrabotka-interfeysov,Yandex is a technology company that builds intelligent products and services powered by machine learning. Our goal is to help consumers and businesses better navigate the online and offline world.
137,Контекст исполнения,5,https://www.coursera.org/learn/javascript-osnovy-i-funktsii?specialization=razrabotka-interfeysov,"Фонд развития онлайн-образования (ФРОО) объединяет образовательные стартапы, проекты в области EdTech и запускает собственные онлайн-программы в области машинного обучения, программирования, мобильной разработки, VR, дизайна и IT. Мы выстраиваем экосистему для обучения на всех стадиях жизненного цикла: от идеи и поиска средств на производство образовательной программы до поддержки, продаж и маркетинга. А сотрудничество с крупнейшими образовательными платформами позволяет запускать онлайн-курсы с максимальным эффектом и пользой для всех заинтересованных сторон."
138,Введение в HTML,5,https://www.coursera.org/learn/snovy-html-i-css?specialization=razrabotka-interfeysov,"Четвёртая неделя курса посвящена работе со шрифтами и текстом. Вы узнаете о проблемах, связанных с использованием нестандартных шрифтов, и способах их решения. Научитесь управлять выводом шрифтов, применять цвет для текста, а ещё создавать интересные эффекты с помощью тени. Узнаете, как реализовать многоколоночную развёртку, а также как грамотно обходить проблему переполнения текста. Полученных навыков вам хватит, чтобы сверстать собственную газету."
139,"Введение в HTML, часть 2",5,https://www.coursera.org/learn/snovy-html-i-css?specialization=razrabotka-interfeysov,"На пятой неделе вы узнаете про основные виды трансформаций и о том, как создать анимации только при помощи CSS. Разумеется, попрактикуетесь в создании анимаций разных уровней сложности."
140,Введение в CSS,5,https://www.coursera.org/learn/snovy-html-i-css?specialization=razrabotka-interfeysov,"Московский физико-технический институт (Физтех) является одним из ведущих вузов страны и входит в основные рейтинги лучших университетов мира. Институт обладает не только богатой историей – основателями и профессорами института были Нобелевские лауреаты Пётр Капица, Лев Ландау и Николай Семенов – но и большой научно-исследовательской базой.Основой образования в МФТИ является уникальная «система Физтеха», сформулированная Петром Капицей: кропотливый отбор одаренных и склонных к творческой работе абитуриентов; участие в обучении ведущих научных работников; индивидуальный подход к отдельным студентам с целью развития их творческих задатков; воспитание с первых шагов в атмосфере технических исследований и конструктивного творчества с использованием потенциала лучших лабораторий страны.

Среди выпускников МФТИ — нобелевские лауреаты Андрей Гейм и Константин Новоселов, основатель компании ABBYY Давид Ян, один из авторов архитектурных принципов построения вычислительных комплексов Борис Бабаян и др."
141,Шрифты и текст,5,https://www.coursera.org/learn/snovy-html-i-css?specialization=razrabotka-interfeysov,Yandex is a technology company that builds intelligent products and services powered by machine learning. Our goal is to help consumers and businesses better navigate the online and offline world.
142,Анимации в CSS,5,https://www.coursera.org/learn/snovy-html-i-css?specialization=razrabotka-interfeysov,"Фонд развития онлайн-образования (ФРОО) объединяет образовательные стартапы, проекты в области EdTech и запускает собственные онлайн-программы в области машинного обучения, программирования, мобильной разработки, VR, дизайна и IT. Мы выстраиваем экосистему для обучения на всех стадиях жизненного цикла: от идеи и поиска средств на производство образовательной программы до поддержки, продаж и маркетинга. А сотрудничество с крупнейшими образовательными платформами позволяет запускать онлайн-курсы с максимальным эффектом и пользой для всех заинтересованных сторон."
143,"Модель отображения, часть 1",5,https://www.coursera.org/learn/tonkosti-verstki?specialization=razrabotka-interfeysov,"Четвёртая неделя посвящена браузерам: вы узнаете об их базовой архитектуре, познакомитесь с устройством движка рендеринга браузера, разберётесь, как браузеры применяют CSS и HTML."
144,"Модель отображения, часть 2",5,https://www.coursera.org/learn/tonkosti-verstki?specialization=razrabotka-interfeysov,"Вы научитесь работать с изображениями и графикой. Узнаете о цветовых моделях, форматах изображений в вебе и как их оптимихировать. Итоговая практическая работа — сверстать с нуля макет."
145,Модель отображения. Часть 3,5,https://www.coursera.org/learn/tonkosti-verstki?specialization=razrabotka-interfeysov,"Московский физико-технический институт (Физтех) является одним из ведущих вузов страны и входит в основные рейтинги лучших университетов мира. Институт обладает не только богатой историей – основателями и профессорами института были Нобелевские лауреаты Пётр Капица, Лев Ландау и Николай Семенов – но и большой научно-исследовательской базой.Основой образования в МФТИ является уникальная «система Физтеха», сформулированная Петром Капицей: кропотливый отбор одаренных и склонных к творческой работе абитуриентов; участие в обучении ведущих научных работников; индивидуальный подход к отдельным студентам с целью развития их творческих задатков; воспитание с первых шагов в атмосфере технических исследований и конструктивного творчества с использованием потенциала лучших лабораторий страны.

Среди выпускников МФТИ — нобелевские лауреаты Андрей Гейм и Константин Новоселов, основатель компании ABBYY Давид Ян, один из авторов архитектурных принципов построения вычислительных комплексов Борис Бабаян и др."
146,Браузеры,5,https://www.coursera.org/learn/tonkosti-verstki?specialization=razrabotka-interfeysov,Yandex is a technology company that builds intelligent products and services powered by machine learning. Our goal is to help consumers and businesses better navigate the online and offline world.
147,Фотошоп и графика,5,https://www.coursera.org/learn/tonkosti-verstki?specialization=razrabotka-interfeysov,"Фонд развития онлайн-образования (ФРОО) объединяет образовательные стартапы, проекты в области EdTech и запускает собственные онлайн-программы в области машинного обучения, программирования, мобильной разработки, VR, дизайна и IT. Мы выстраиваем экосистему для обучения на всех стадиях жизненного цикла: от идеи и поиска средств на производство образовательной программы до поддержки, продаж и маркетинга. А сотрудничество с крупнейшими образовательными платформами позволяет запускать онлайн-курсы с максимальным эффектом и пользой для всех заинтересованных сторон."
148,Прототипы,5,https://www.coursera.org/learn/javascript-prototipy?specialization=razrabotka-interfeysov,
149,Конструкторы,5,https://www.coursera.org/learn/javascript-prototipy?specialization=razrabotka-interfeysov,
150,Асинхронный код,5,https://www.coursera.org/learn/javascript-prototipy?specialization=razrabotka-interfeysov,"Московский физико-технический институт (Физтех) является одним из ведущих вузов страны и входит в основные рейтинги лучших университетов мира. Институт обладает не только богатой историей – основателями и профессорами института были Нобелевские лауреаты Пётр Капица, Лев Ландау и Николай Семенов – но и большой научно-исследовательской базой.Основой образования в МФТИ является уникальная «система Физтеха», сформулированная Петром Капицей: кропотливый отбор одаренных и склонных к творческой работе абитуриентов; участие в обучении ведущих научных работников; индивидуальный подход к отдельным студентам с целью развития их творческих задатков; воспитание с первых шагов в атмосфере технических исследований и конструктивного творчества с использованием потенциала лучших лабораторий страны.

Среди выпускников МФТИ — нобелевские лауреаты Андрей Гейм и Константин Новоселов, основатель компании ABBYY Давид Ян, один из авторов архитектурных принципов построения вычислительных комплексов Борис Бабаян и др."
151,Node.js,5,https://www.coursera.org/learn/javascript-prototipy?specialization=razrabotka-interfeysov,Yandex is a technology company that builds intelligent products and services powered by machine learning. Our goal is to help consumers and businesses better navigate the online and offline world.
152,DOM,5,https://www.coursera.org/learn/javascript-prototipy?specialization=razrabotka-interfeysov,"Фонд развития онлайн-образования (ФРОО) объединяет образовательные стартапы, проекты в области EdTech и запускает собственные онлайн-программы в области машинного обучения, программирования, мобильной разработки, VR, дизайна и IT. Мы выстраиваем экосистему для обучения на всех стадиях жизненного цикла: от идеи и поиска средств на производство образовательной программы до поддержки, продаж и маркетинга. А сотрудничество с крупнейшими образовательными платформами позволяет запускать онлайн-курсы с максимальным эффектом и пользой для всех заинтересованных сторон."
153,Introduction to IT ,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"In the second week of this course, we'll learn about what's inside a computer. We'll learn all about the hardware components or different pieces inside a computer. We'll discover what each component does and how they work together to make a computer function. By the end of this module, you will also know how to build a computer from scratch! "
154,Hardware,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"In the third week of this course, we'll learn about operating systems. We'll discuss the common operating systems that are used today and understand how they work with the computer hardware. We'll learn about the ""boot process"" of an operating system and show you how to install Windows, Linux and Mac OSX operating systems from scratch. By the end of this module, you'll use the Qwiklabs environment to interact directly with the Windows and Linux operating systems.  "
155,Operating System,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"In the fourth week of this course, we'll learn about computer networking. We'll explore the history of the Internet and what ""The Web"" actually is. We'll also discuss topics like Internet privacy, security, and what the future of the Internet may look like. You'll also understand why the Internet has limitations even today. By the end of this module, you will know how the Internet works and recognize both the positive and negative impacts the Internet has had on the world. "
156,Networking,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"In the fifth week of this course, we'll learn about computer software. We'll learn about what software actually is and the different types of software you may encounter as an IT Support Specialist. We'll also explore how to manage software and revisit the concept of ""abstraction."" By the end of this module, you'll use the Qwiklabs environment to install, update and remove software on both Windows and Linux operating systems. "
157,Software,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"Congratulations, you've made it to the last week of the course! In the final week, we'll learn about the importance of troubleshooting and customer support. We'll go through some real-world scenarios that you might encounter at a Help Desk or Desktop Support role. We'll learn why empathizing with a user is super important when working in a tech role. Finally, we'll learn why writing documentation is an important aspect of any IT role. By the end of this module, you will utilize soft skills and write documentation to communicate with others.  "
158,Troubleshooting,6,https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support,"The IT Support Professional Certificate program is part of Grow with Google, an initiative that draws on Google's 20-year history of building products, platforms, and services that help people and businesses grow. Through programs like these, we aim to help everyone– those who make up the workforce of today and the students who will drive the workforce of tomorrow – access the best of Google’s training and tools to grow their skills, careers, and businesses."
159,Introduction to Networking,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"In the second week of this course, we'll explore the network layer in more depth. We'll learn about the IP addressing scheme and how subnetting works. We'll explore how encapsulation works and how protocols such as ARP allow different layers of the network to communicate. We'll also cover the basics of routing, routing protocols, and how the Internet works. By the end of this module, you'll be able to describe the IP addressing scheme, understand how subnetting works, perform binary math to describe subnets, and understand how the Internet works. "
160,The Network Layer,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"In the third week of this course, we'll explore the transport and application layers. By the end of this module, you'll be able to describe TCP ports and sockets, identify the different components of a TCP header, show the difference between connection-oriented and connectionless protocols, and explain how TCP is used to ensure data integrity."
161,The Transport and Application Layers,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"In the fourth week of this course, we'll explore networking services. We'll learn about why we need DNS and how it works. We'll also show you why DHCP makes network administration a simpler task. By the end of this module, you'll be able to do describe how DNS and DHCP work, how NAT technologies help keep networks secure, and how VPNs and proxies help users connect and stay secured."
162,Networking Services,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"In the fifth week of this course, we'll explore the history of the Internet, how it evolved, and how it works today. We'll understand the different ways to connect to the Internet through cables, wireless and cellar connections, and even fiber connections. By the end of this module, you'll be able to define the components of WANs and outline the basics of wireless and cellular networking."
163,Connecting to the Internet,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"Congratulations, you've made it to the final week in the course! In the last week of this course, we'll explore the future of computer networking. We'll also cover the practical aspects of troubleshooting a network using popular operating systems. By the end of this module, you'll be able to detect and fix a lot of common network connectivity problems using tools available in Microsoft Windows, MacOS, and Linux operating systems. "
164,Troubleshooting and the Future of Networking,6,https://www.coursera.org/learn/computer-networking?specialization=google-it-support,"The IT Support Professional Certificate program is part of Grow with Google, an initiative that draws on Google's 20-year history of building products, platforms, and services that help people and businesses grow. Through programs like these, we aim to help everyone– those who make up the workforce of today and the students who will drive the workforce of tomorrow – access the best of Google’s training and tools to grow their skills, careers, and businesses."
165,Navigating the System,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"In the second week of this course, we'll learn about configuring users and permissions in Windows and Linux OS. As an IT Support Specialist, it's important to know how to grant the appropriate permissions to users and groups for both Windows and Linux OS. By the end of this module, you will know how to add, modify, and remove users for a computer and for specific files and folders by using the Windows GUI, Windows CLI, and Linux shell. "
166,Users and Permissions,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"In the third week of this course, we'll learn about package and software management in Windows and Linux OS. It's important to know how package installs work and how devices and drivers are managed within these operating systems. We will also learn about different packaging and file compression methods. By the end of this module, you will know how to create, update, and remove software by using the Windows GUI, Windows CLI and Linux shell."
167,Package and Software Management,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"In the fourth week of this course, we'll learn about how filesystems work for Windows and Linux OS. We'll learn about filesystem types and why they're different for certain OS. We'll learn about disk partitioning and virtual memory and why these are so important for an IT Support Specialist's role. We'll also cover ways mount and unmount filesystems, read disk usage, and repair filesystems. By the end of this module, you will partition and format a disk drive yourself in both Windows and Linux."
168,Filesystems,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"In the fifth week of this course, we'll explore process management. As an IT Support Specialist, it is important to use system tools to read and understand process statuses of machines. We will cover ways to start and terminate a process in Windows and Linux. We will also apply troubleshooting tools to solve problems with processes and resources. By the end of this module, you will use Windows and Linux commands to do practical process maintenance. "
169,Process Management,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"Congratulations, you've made it to the final week in the course! In the last week of this course, we will cover some of the practical aspects of operating systems that you'll use all the time in IT Support. We will cover remote access and how to troubleshoot a computer from afar. We'll explore virtualization tools to manage and remove virtual instances, use logs for system monitoring, and show you a few different techniques for OS deployment. By the end of this module, you will apply all the skills from this course to debug some issues within Windows and Linux OS. Good luck!  "
170,Operating Systems in Practice,6,https://www.coursera.org/learn/os-power-user?specialization=google-it-support,"The IT Support Professional Certificate program is part of Grow with Google, an initiative that draws on Google's 20-year history of building products, platforms, and services that help people and businesses grow. Through programs like these, we aim to help everyone– those who make up the workforce of today and the students who will drive the workforce of tomorrow – access the best of Google’s training and tools to grow their skills, careers, and businesses."
171,What is System Administration?,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"In the second week of this course, we'll learn about network and infrastructure services. We will cover what IT infrastructure services are and what their role is in system administration. We'll also learn about server operating systems, virtualization, network services, DNS for web services, and how to troubleshoot network services. By the end of this module, you will know the most common IT infrastructure services you'll encounter when handling system administration tasks."
172,Network and Infrastructure Services,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"In the third week of this course, we'll explore software and platform services. We'll cover what types of software and platform services you may encounter in a tech role and how to manage them. We'll learn how to configure email services, security services, file services, print services, and platform services. We'll explore ways to troubleshoot platform services and common issues to look out for. By the end of this module, you'll understand how to setup and manage the IT infrastructure services to help a business stay productive, keep information secure, and deliver applications to its users. "
173,Software and Platform Services,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"In the fourth week of this course, we'll learn about directory services. Specifically, we'll cover how two of the most popular directory services, Active Directory and OpenLDAP, work in action. We'll explore the concept of centralized management and how this can help SysAdmins maintain and support all the different parts of an IT infrastructure. By the end of this module, you will know how to add users, passwords, and use group policies in Active Directory and OpenLDAP. "
174,Directory Services,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"In the fifth week of this course, we'll learn about data recovery and backups. In any tech role, it's important to know how to backup and recover data -- it's even more important for system administration. We will also learn about common corporate practices like designing a disaster recovery plan and writing post-mortem documentation. By the end of this module,  you'll know the tradeoffs between on-site and off-site backups, understand the value and importance of backup and recovery testing, know different options for data backup (as well as the risks) and understand the purpose and contents of a disaster recovery plan."
175,Data Recovery & Backups,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"Congratulations, you've made it to the final week in the course! The last week of this course is dedicated to the final project. For the final project, you will apply all the skills you've learned in this course by providing systems administration consultation. You will assess the IT infrastructure of three fictitious (but very real-life based!) companies and provide recommendations and advice about how to support their IT infrastructure. By the end of this project, you will demonstrate the skills and problem-solving techniques of a SysAdmin. Good luck! "
176,Final Project,6,https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support,"The IT Support Professional Certificate program is part of Grow with Google, an initiative that draws on Google's 20-year history of building products, platforms, and services that help people and businesses grow. Through programs like these, we aim to help everyone– those who make up the workforce of today and the students who will drive the workforce of tomorrow – access the best of Google’s training and tools to grow their skills, careers, and businesses."
177,INTRODUCCIÓN A LA TI,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"En la segunda semana de este curso, veremos qué hay dentro de una computadora. Aprenderemos todo sobre los componentes de hardware o las diferentes piezas dentro de una computadora. Descubriremos la función de cada componente y cómo trabajan juntos para hacer que una computadora funcione. Al final de este módulo, también sabrás cómo armar una computadora desde cero. "
178,Hardware,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"Opción 1: elije  una de las dos evaluaciones calificadas. Si deseas construir una computadora utilizando componentes de hardware simulados, elije la Prueba. | Opción 2: elije una de las dos evaluaciones calificadas. Si deseas construir una computadora con componentes de hardware reales, elije la Revisión por pares."
179,Opciones de lecciones,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"En la tercera semana de este curso, aprenderemos sobre sistemas operativos. Analizaremos los sistemas operativos comunes que se usan en la actualidad y entenderemos cómo trabajan con el hardware de la computadora. Aprenderemos sobre el ""proceso de inicio"" de un sistema operativo y te mostraremos cómo instalar los sistemas operativos Windows, Linux y Mac OSX desde cero. Al final de este módulo, usarás el entorno Qwiklabs para interactuar directamente con los sistemas operativos Windows y Linux."
180,Sistema operativo,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"En la cuarta semana de este curso, aprenderemos sobre redes de computadoras. Exploraremos la historia de Internet y lo que realmente es ""La Web"". También analizaremos temas como la privacidad en Internet, la seguridad y el futuro de Internet. También comprenderás por qué Internet tiene limitaciones incluso en la actualidad. Al final de este módulo, sabrás cómo funciona Internet y reconocerás los impactos positivos y negativos que Internet ha tenido en el mundo."
181,Redes,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"En la quinta semana de este curso, aprenderemos sobre software de computadora. Conoceremos qué es de verdad el software y los diferentes tipos de software que puedes encontrar como especialista en soporte de TI. También exploraremos cómo administrar el software y revisar el concepto de ""abstracción"". Al final de este módulo, usarás el entorno Qwiklabs para instalar, actualizar y eliminar software en los sistemas operativos Windows y Linux."
182,Software,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"¡Felicitaciones, llegaste a la última semana del curso! En la semana final, conoceremos la importancia de la solución de problemas y el soporte al cliente. Veremos algunas situaciones reales que podrías encontrar en un rol de soporte técnico o de mesa de ayuda. Aprenderemos por qué es muy importante tener empatía con un usuario cuando se trabaja en un puesto de tecnología. Por último, aprenderemos por qué escribir documentación es un aspecto importante para cualquier función de TI. Al final de este módulo, usarás habilidades sociales y escribirás documentación para comunicarte con los demás."
183,Solución de problemas,7,https://www.coursera.org/learn/asistencia-tecnica?specialization=soporte-de-tecnologias-de-informacion-google,"El Certificado profesional de asistencia informática de Google es parte de Crece con Google, una iniciativa que se basa en los 20 años de historia de Google en la creación de productos, plataformas y servicios que ayudan a personas y empresas a crecer. A través de programas como estos, nuestro objetivo es ayudar a que todos —quienes conforman la fuerza laboral de hoy y los estudiantes que impulsarán la fuerza de mañana— puedan acceder a lo mejor de la capacitación y las herramientas de Google para aumentar sus habilidades, carreras y negocios."
184,Introducción a Networking,6,https://www.coursera.org/learn/redes-informaticas?specialization=soporte-de-tecnologias-de-informacion-google,"En la segunda semana de este curso, exploraremos la capa de red con mayor profundidad. Aprenderemos sobre el esquema de direccionamiento IP y cómo funciona la división en subredes. Exploraremos cómo funciona la encapsulación y cómo los protocolos como ARP permiten que se comuniquen diferentes capas de la red. También cubriremos los conceptos básicos de enrutamiento, protocolos de enrutamiento y cómo funciona Internet. Al final de este módulo, podrás describir el esquema de direccionamiento IP, entender cómo funciona la división en subredes, realizar operaciones matemáticas binarias para describir subredes y comprender cómo funciona Internet."
185,La Capa De Red,6,https://www.coursera.org/learn/redes-informaticas?specialization=soporte-de-tecnologias-de-informacion-google,"En la tercera semana de este curso, exploraremos las capas de transporte y aplicación. Al final de este módulo, podrás describir los puertos y sockets TCP; identificar los diferentes componentes de un encabezado TCP; mostrar la diferencia entre los protocolos orientados a la conexión y los protocolos sin conexión, y explicar cómo se utiliza el TCP para garantizar la integridad de los datos."
186,Las capas de transporte y aplicación,6,https://www.coursera.org/learn/redes-informaticas?specialization=soporte-de-tecnologias-de-informacion-google,"En la cuarta semana de este curso, vamos a explorar los servicios de redes. Aprenderemos sobre por qué necesitamos DNS y cómo funciona. También te mostraremos por qué DHCP hace que la administración de la red sea una tarea más simple. Al final de este módulo, podrás describir cómo funcionan los DNS y DHCP; cómo las tecnologías NAT ayudan a mantener las redes seguras, y cómo las VPN y los proxies ayudan a los usuarios a conectarse y mantenerse seguros."
187,Servicios de red,6,https://www.coursera.org/learn/redes-informaticas?specialization=soporte-de-tecnologias-de-informacion-google,"En la quinta semana de este curso, exploraremos la historia de Internet, cómo evolucionó y cómo funciona en la actualidad. Entenderemos las diferentes formas de conectarse a Internet a través de cables, conexiones inalámbricas y de bodega, e incluso conexiones de fibra. Al final de este módulo, podrás definir los componentes de las WAN, y describir los conceptos básicos de las redes inalámbricas y celulares."
188,Conectarse a Internet,6,https://www.coursera.org/learn/redes-informaticas?specialization=soporte-de-tecnologias-de-informacion-google,"¡Felicidades, has llegado a la última semana del curso! En la última semana de este curso, exploraremos el futuro de las redes de computadoras. También cubriremos los aspectos prácticos de la solución de problemas de una red utilizando sistemas operativos populares. Al final de este módulo, podrás detectar y solucionar una gran cantidad de problemas comunes de conectividad de red utilizando las herramientas disponibles en los sistemas operativos Microsoft Windows, MacOS y Linux."
